definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img,ref_pinyin_id,pos
564111,56411,1,"中国古代历法把二十八宿按日、月、火、水、木、金、土的次序排列,七日一周,周而复始,称为‘七曜’;西洋历法中也有‘七日为一周’的说法,跟中国的‘七曜’暗合。后来根据国际习惯,把这样连续排列的七天作为工作学习等作息日期的计算单位,叫做星期。","week. In the ancient Chinese calendar, the 28 constellations are arranged in the order of the sun(日rì), the moon(月yuè), fire or the Mars(火huǒ), water or the Mercury(水shuǐ), wood or the Jupiter(木mù), metal or the Venus(金jīn) and earth or the Saturn(土tǔ) in a seven-day cycle dubbed ‘seven stars’, which coincides with the ‘seven-day week’ in the Western calendar. Thus the seven-day period becomes a measurement unit for work, study and rest according to the international practice, and it is called ‘week’.",,,名词
564112,56411,2,"跟‘日、一、二、三、四、五、六、几’连用,表示一个星期中的某一天","[used before 日rì, 一yī, 二èr, 三sān, 四sì, 五wǔ, 六liù and 几jǐ] to indicate a day of the week",,,名词
564113,56411,3,星期日的简称,Abbr. for星期日xīngqīrì,,,名词
564211,56421,1,在学校读书的人。,student; pupil,,,名词
564212,56421,2,向老师或前辈学习的人。,disciple; follower,,,名词
564213,56421,3,〈方dial.〉男孩子。,boy,,,名词
564311,56431,1,从阅读、听讲、研究、实践中获得知识或技能,"learn; study; acquire knowledge or skills from reading, listening, research and practice",,,动词
564312,56431,2,效法,emulate; imitate,,,动词
564411,56441,1,专门进行教育的机构。,school; educational institution,,,名词
564611,56461,1,穿在身上遮蔽身体和御寒的东西。,clothing; clothes,,,名词
564711,56471,1,掌握医药知识、以治病为业的人。,doctor; medical man,,,名词
564811,56481,1,"治疗和护理病人的机构,也兼做健康检查、疾病预防等工作。",hospital; establishment for treating and nursing patients,,,名词
564911,56491,1,"有靠背的坐具,主要用木头、竹子、藤子等制成。","chair, chiefly made of wood, bamboo, rattan, etc.",,,名词
565311,56531,1,〈客套话pol.〉用于分手时。,goodbye; see you again; so long,,,动词
565411,56541,1,询问性质、状况、方式、原因等,"[used to enquire about the nature, condition, manner, cause, etc., of sth.]",,,代词
565412,56541,2,泛指性质、状况或方式,"[used to indicate the general nature, condition or manner of sth.]",,,代词
565413,56541,3,有一定程度(用于否定式,oft. in the negative,,,代词
565511,56551,1,怎样。,how about; what about,,,代词
565512,56551,2,"代替某种不说出来的动作或情况(只用于否定式,比直说委婉","euph., only used in the negative",,,代词
565711,56571,1,指白天十二点左右的一段时间。,noon; midday,,,名词
565911,56591,1,"家具,上有平面,下有支柱,在上面放东西或做事情",table; desk,,,名词
566111,56611,1,今天的前一天。,yesterday,,,名词
566711,56671,1,替人出力、出主意或给以物质上、精神上的支援,"help; assist; aid; provide material, emotional support and offer advice or service",,,动词
566811,56681,1,"以国内外社会、政治、经济、文化等新闻为主要内容的散页的定期出版物,一般指日报。","newspaper; printed loose leaf pages issued periodically, esp. daily, containing domestic and international news of social, political, economic and cultural nature",,,名词
566812,56681,2,"纸张的一种,用来印报或一般书刊。",newsprint; paper used for printing newspapers or ordinary books;,,,名词
567811,56781,1,著名的专家,great master; authority,,,名词
567812,56781,2,世家望族,old and eminent family; distinguished family,,,名词
567813,56781,3,〈代词pron.〉指一定范围内所有的人,all; everybody,,,代词
567911,56791,1,"〈连词conj.〉用在后半句话里表示转折,往往与‘虽然、尽管’等呼应",but [used to introduce the next part of a sentence and indicate unexpectedness or exception],,,连词
568311,56831,1,同父母(或只同父、只同母)而年纪比自己小的男子。,younger brother; younger half-brother,,,名词
568312,56831,2,同辈而年纪比自己小的男子,younger male cousin,,,名词
568411,56841,1,排列在最前面的,first; foremost,,,数词
568412,56841,2,最重要,most important,,,形容词
568611,56861,1,房子内隔成的各个部分,room; space within a building separated by walls or partitions,,,名词
568711,56871,1,异乎寻常的;特殊的,extraordinary; uncommon; unusual,,,形容词
568712,56871,2,十分;极,very; highly; extremely; exceedingly,,,副词
568811,56881,1,机关的勤杂人员;旅馆、饭店等服务行业中招待客人的工作人员。,"odd-job man in an organization; attendant who serves customers in hotel, restaurant and other service trades",,,名词
569011,56901,1,"说给人,使人知道",tell; let know,,,动词
569021,56902,1,受害人向法院告发,file a suit,,,动词
569111,56911,1,同父母(或只同父、只同母)而年纪比自己大的男子。,elder brother (having the same parents or parent),,,名词
569112,56911,2,同族同辈而年纪比自己大的男子,elder male relative of the same generation,,,名词
569311,56931,1,供乘客乘坐的汽车。有固定的路线和停车站。,bus; public conveyance having a regular route and fixed stops,,,名词
569411,56941,1,"一种工商业组织,经营产品的生产、商品的流转或某些建设事业等。","company; corporation; industrial or commercial organizations dealing with manufacturing, distribution of goods or construction",,,名词
569711,56971,1,儿童,kid; child,,,名词
569712,56971,2,子女,children,,,名词
570111,57011,1,很高兴地迎接,welcome; greet,,,动词
570112,57011,2,乐意接受,readily accept,,,动词
570311,57031,1,对问题给予解释;对要求表示意见,answer; reply; response,,,动词
570411,57041,1,飞机起飞、降落、停放的场地。,"airport; tract of land with facilities for the landing, take-off and shelter of aircraft",,,名词
570611,57061,1,学校里进行教学的房间。,classroom; schoolroom; school room in which classes are conducted,,,名词
570711,57071,1,同父母(或只同父、只同母)而年纪比自己大的女子。,elder sister; older girl or woman having the same parents or parent,,,名词
570712,57071,2,同族同辈而年纪比自己大的女子(一般不包括可以称做嫂的人),girl or woman who is of the same generation but older in age (but usu. not including sister-in-law),,,名词
570811,57081,1,使双方相识或发生联系,introduce; present,,,动词
570812,57081,2,引进;带入(新的人或事物),recommend; suggest,,,动词
570813,57081,3,使了解或熟悉,inform; let know; brief,,,动词
571211,57121,1,产生某种感觉,feel,,,动词
571212,57121,2,认为(语气较不肯定),(in an unassured tone) think; feel,,,动词
571311,57131,1,"常绿小乔木或灌木,叶子长卵形,先端尖,花白色,有香味,结浆果,深红色,内有两颗种子。种子炒熟制成粉,可以作饮料。产在热带和亚热带地区。","coffee (Coffea); small evergreen tree or shrub with long oval leaves, growing in tropical and subtropical areas, bearing bouquets of fragrant, white flowers and a kind of cherry that turns deep red when mature and contains two seeds which, after being roasted and ground, can be used to make drinks",,,名词
571312,57131,2,咖啡种子制成的粉末。,coffee; powder made of the ground seeds of the coffee shrub,,,名词
571313,57131,3,用咖啡种子的粉末制成的饮料。,coffee; drink made from roasted and ground coffee seeds,,,名词
571411,57141,1,从头起;从某一点起,begin; start,,,动词
571412,57141,2,着手进行,set about,,,动词
571413,57141,3,开始的阶段,initial stage; outset,,,名词
571511,57151,1,"通过书面或口头提问的方式,考查知识或技能。",exam; test; testing of proficiency or knowledge of candidates for a qualification by written or oral questions,,,名词
571611,57161,1,表示可以实现,possible; likely,,,形容词
571612,57161,2,能成为事实的属性;可能性,possibility; probability,,,名词
571613,57161,3,也许;或许,perhaps; probably,,,副词
571711,57171,1,表示可能或能够,can; may,,,动词
571712,57171,2,表示许可,[indicating permission],,,动词
571713,57171,3,好;不坏,passable; not bad,,,形容词
571714,57171,4,厉害,terrible; awful,,,形容词
572011,57201,1,感到幸福或满意,happy; joyful; cheerful,,,形容词
572511,57251,1,旅行游览,tour; tourism,,,名词
573011,57301,1,同父母(或只同父、只同母)而年纪比自己小的女子。,younger sister of the same parent(s),,,名词
573012,57301,2,同族同辈而年纪比自己小的女子,younger female of the same generation in the same clan,,,名词
573211,57321,1,丈夫(zhàng fu)。,husband,,,名词
573221,57322,1,男性的成年人。,man,,,名词
573411,57341,1,妻子。,wife,,,名词
573421,57342,1,女性的成年人。,woman; womenfolk,,,名词
573611,57361,1,按照规定姿势往前跑。,run; jog,,,动词
573711,57371,1,方便合适;便利。,convenient; advantageous,,,形容词
573721,57372,1,价钱低。,cheap; at a bargain price,,,形容词
573722,57372,2,不应得的利益,unearned gains; unmerited advantages,,,名词
573723,57372,3,使得到便宜,let sb. off lightly; give sb. unmerited advantages,,,动词
573911,57391,1,妻子和儿女。,wife and children,,,名词
573921,57392,1,"男女两人结婚后,女子是男子的妻子。",wife; married woman in relation to her husband,,,名词
574011,57401,1,睡醒后下床(多指早晨,oft. in the morning,,,动词
574311,57431,1,今年的前一年。,year before the present year; last year; yesteryear,,,名词
574611,57461,1,"一个人或一个动物的生理组织的整体,有时专指躯干和四肢。","body; whole of the physiological tissues of a human or an animal, esp. the trunk and four limbs",,,名词
574711,57471,1,(人体或动物体)发生疾病。,fall ill; get ill,,,动词
574811,57481,1,(人)出生的日子。也指每年满周岁的那一天,birthday,,,名词
574911,57491,1,"物质存在的一种客观形式,由过去、现在、将来构成的连绵不断的系统。是物质的运动、变化的持续性、顺序性的表现。","time; objective form in which matter exists, a continuous system composed of the past, present and future, which shows the nature of continuity and sequence in the movements and changes of matter",,,名词
574912,57491,2,有起点和终点的一段时间,(the duration of) time; period of time that has both a beginning and an ending,,,名词
574913,57491,3,时间里的某一点,(a point in) time,,,名词
575011,57501,1,人类生活中的一切活动和所遇到的一切社会现象,affair; matter; question; business,,,名词
575012,57501,2,事故;差错,trouble; mistake,,,名词
575013,57501,3,职业;工作,work; job,,,名词
575111,57511,1,带在手腕上的表。,wristwatch,,,名词
575211,57521,1,手持式移动电话机的简称。,Abbr. for手持式移动电话机shǒuchíshì yídòng diànhuàjī (cellphone; mobile phone),,,名词
575411,57541,1,表示因果关系的连词。,[conj. indicating casuality],,,连词
575412,57541,2,实在的情由或适宜的举动(限用于固定词组中做宾语),"[used in certain set phrases as the object of the verb, to refer to sth. indefinite but understood]",,,名词
575811,57581,1,舞蹈。,dance (as a performance),,,动词
575812,57581,2,跳交际舞。,dance (socially or in a ballroom),,,动词
576211,57621,1,"太阳落了以后到深夜以前的时间,也泛指夜里",evening; time between sunset and midnight; night,,,名词
576511,57651,1,要求回答或解释的题目,question; problem; issue,,,名词
576512,57651,2,须要研究讨论并加以解决的矛盾、疑难,problems; contradictions; issues,,,名词
576513,57651,3,关键;重要之点,key; crucial point,,,名词
576514,57651,4,事故或麻烦,trouble; mishap,,,名词
576611,57661,1,"一年生草本植物,茎蔓生,叶子羽状分裂,花淡黄色。果实是大形的浆果,球形或椭圆形,果肉水分很多,味甜,是夏季很好的果品。","watermelon (Citrullus lanatus); sprawling annual herbaceous plant having pinnatipartite leaves and light yellow flowers, and bearing large ball- or rugby-like melons that are juicy and sweet and serve as a nice summer fruit",,,名词
576612,57661,2,这种植物的果实。,fruit of this plant,,,名词
576711,57671,1,心里想着达到某种目的或出现某种情况,aspire; yearn; hanker; dream,,,动词
576712,57671,2,希望达到的某种目的或出现的某种情况;愿望,hope; wish; dream,,,名词
576713,57671,3,希望所寄托的对象,sb. or sth. on which hope is placed,,,名词
577011,57701,1,"时间单位,一个平均太阳日的二十四分之一。",hour; unit of time calculated as one of the equally divided 24 periods in a solar day,,,名词
577411,57741,1,暂时停止工作、学习或活动,take a break; have (or take) a rest; rest,,,动词
577611,57761,1,颜料或染料。,pigment; dye-stuff,,,名词
577621,57762,1,由物体发射、反射或透过的光波通过视觉所产生的印象,colour; hue; visual impression of an object or substance with respect to light waves emitted or reflected by it or infiltrating it,,,名词
577622,57762,2,指面貌;容貌,complexion; countenance; looks,,,名词
577623,57762,3,指脸上的表情,facial expression,,,名词
577624,57762,4,指显示给人看的厉害的脸色或行动,stern look on one's face as a warning; action taken to warn or punish sb.,,,名词
577711,57771,1,眼的通称。,general term for 眼yǎn,,,名词
578111,57811,1,〈副词adv.〉表示事情完成或时间过去,already,,,副词
578211,57821,1,同一个处所,in the same place,,,名词
578212,57821,2,一同,together; in company,,,副词
578213,57821,3,〈方dial.〉一共,altogether; in all,,,副词
578311,57831,1,语言文字的意义;思想内容,meaning; idea,,,名词
578312,57831,2,意见;愿望,opinion; wish; desire,,,名词
578313,57831,3,指礼品所代表的心意,"token of affection, appreciation, gratitude, etc.",,,名词
578314,57831,4,指表示一点心意,as a mere token,,,动词
578315,57831,5,某种趋势或苗头,suggestion; hint; trace,,,名词
578316,57831,6,情趣;趣味,interest; fun,,,名词
578511,57851,1,〈连词conj.〉表示原因或理由,because,,,连词
578611,57861,1,人或动物在水里游动。,(of a man or animal) swim; move in the water,,,动词
578612,57861,2,"体育运动项目之一,人在水里用各种不同的姿势划水前进。",swimming; sport in which people move ahead in the water in different styles,,,名词
579111,57911,1,为求达到某种目的而奔走钻营,go lobbying; canvass; make arrangements to accomplish certain purposes or secure personal gains,,,动词
579121,57912,1,"物体的位置不断变化的现象。通常指一个物体和其他物体之间相对位置的变化,说某物体运动常是对另一物体而言。","motion; movement; continuous change of location of an object, usu. referring to the change of location of a certain object in relation to others",,,名词
579122,57912,2,"指宇宙间所发生的一切变化和过程,从简单的位置变动到复杂的人类思维,都是物质运动的表现。","motion; movement; all changes and processes in the universe, from simple change in location to complex human thought processes",,,名词
579123,57912,3,体育活动,sports; athletics; exercise,,,名词
579124,57912,4,政治、文化、生产等方面有组织、有目的而声势较大的群众性活动,"movement; campaign; drive; political, cultural or productive mass activities carried out in an organized way and with a clear purpose",,,名词
579611,57961,1,"男女两人结婚后,男子是女子的丈夫。",husband,,,名词
579621,57962,1,成年男子,man,,,名词
580011,58001,1,〈副词adv.〉表示动作在进行或状态在持续中,in the process of; in the course of,,,副词
580111,58011,1,对于事实或道理有认识;懂得,know; realize; be aware of,,,动词
580211,58021,1,预先安排或筹划,prepare; get ready; arrange or plan in advance,,,动词
580212,58021,2,打算,intend; plan; think,,,动词
580311,58031,1,"一种两轮交通工具,骑在上面用脚蹬着前进。在不同的地区有脚踏车、单车等名称。",bicycle; bike; two-wheeled vehicle equipped with foot pedals; also called in different regions 脚踏车 jiǎotàchē or 单车 dānchē,,,名词
580711,58071,1,〈方dial.〉母亲的姐妹。,aunt; mother's sister,,,名词
580712,58071,2,称呼跟母亲辈分相同、年纪差不多的无亲属关系的妇女,auntie; form of address for a woman of one's mother's generation but not related to one's family,,,名词
580713,58071,3,对保育员或保姆的称呼。,form of address for childcare worker or housemaid,,,名词
581011,58101,1,对某种事物具有浓厚的兴趣,be fond of; have a weakness for,,,名词
581012,58101,2,喜爱,like,,,动词
581111,58111,1,没有声音;没有吵闹和喧哗,peace and quiet; peaceful,,,形容词
581112,58111,2,安稳平静,calm; unperturbed,,,形容词
581611,58161,1,处理事情或解决问题的方法,way to handle affairs; method,,,名词
581711,58171,1,办公的屋子。,office; room for handling official matters,,,名词
581712,58171,2,机关、学校、企业等单位内办理行政性事务的部门。规模大的称办公厅。,"department of institute, school or enterprise that handles administrative affairs. Larger ones are called General Office.",,,名词
582111,58211,1,北。,north,,,名词
582112,58211,2,"北部地区,在中国一般指黄河流域及其以北的地区。","northern part of the country, esp. the area north of the Yellow River",,,名词
582311,58231,1,"人和高等动物的嗅觉器官,又是呼吸器官的一部分,位于头部,有两个孔。",nose; olfactory organ with two holes on the face of humans and higher animals; part of respiratory organs,,,名词
582411,58241,1,就两种或两种以上同类的事物辨别异同或高下,"compare; contrast; differentiate similarities from dissimilarities, or differences in degree",,,动词
582412,58241,2,〈介词prep.〉用来比较性状和程度的差别,[used to compare differences in properties and degrees] than,,,介词
582413,58241,3,〈副词adv.〉表示具有一定程度,comparatively; relatively; fairly; rather,,,副词
582511,58251,1,"在体育、生产等活动中,比较本领、技术的高低",match; contest; competition to see who has the greatest skill or strength in activities such as sports and production,,,名词
582611,58261,1,表示事理上和情理上的必要;一定要,must; have to; necessary; be obliged to; reasonable and sensible necessity,,,副词
582612,58261,2,加强命令语气,[used to add weight to an order],,,副词
582711,58271,1,事物在形态上或本质上产生新的状况,change in the state or nature of things,,,动词
582811,58281,1,用言语行为显出某种思想、感情、态度等,"show; express; indicate; express one's ideas, feelings, attitude, etc. with words or acts",,,动词
582812,58281,2,事物本身显出某种意义或者凭借某种事物显出某种意义,(of sth.) indicate meaning through itself or through sth. else,,,动词
582813,58281,3,显出思想感情的言语、动作或神情,"words, action or air expressing one's ideas and feelings; expression; indication",,,名词
582911,58291,1,戏剧、舞蹈、杂技等演出;把情节或技艺表现出来,"perform an opera, dance, acrobatics, etc.; act; play; perform a plot or display skills",,,名词
582912,58291,2,做示范性的动作,make demonstrations; demonstrate,,,动词
583011,58301,1,另外的人,someone else,,,名词
583021,58302,1,指自己或某人以外的人,other people; others,,,名词
583111,58311,1,公家招待来宾住宿的地方。现指较大而设施好的旅馆。,guesthouse; building used by an organization or enterprise to accommodate guests; now refers to a large and well-equipped hotel,,,名词
583211,58321,1,"冷藏食物或药品用的器具,里面放冰块,保持低温。","refrigerator; freezer; fridge; icebox; cabinet or chest with a partition for ice, used for keeping food, medicine, etc. cool",,,名词
583212,58321,2,电冰箱的简称。,Abbr. for电冰箱diànbīngxiāng,,,名词
583412,58341,2,[补义new sense]选单的俗称,popular name for menu; bill of fare,,,名词
583511,58351,1,加入某种组织或某种活动,join a group or an activity; attend; engage in; take part in; participate in; go in for (activities),,,动词
583512,58351,2,提出(意见),"offer; give; tender (advice, suggestions, etc.)",,,动词
583911,58391,1,超级市场的简称。,Abbr. for超级市场chāojí shìchǎng,,,名词
584011,58401,1,穿在里面的西式单上衣。,shirt; blouse; Western-style shirt,,,名词
584111,58411,1,工作或学习的收获,fruits of work or study,,,名词
584211,58421,1,"人口集中、工商业发达、居民以非农业人口为主的地区,通常是周围地区的政治、经济、文化中心。","city; metropolis; area densely inhabited by a non-agricultural population and with developed industry and commerce, usu. the political, economic and cultural centre of the surrounding areas",,,名词
584311,58431,1,到得比规定的时间晚。,"arrive later than the arranged time; be late (for work, class, etc.)",,,动词
584411,58441,1,显露出来;产生出来,materialize; come into sight,,,动词
584511,58451,1,表示所说的不计算在内,with the exception of,,,介词
584512,58451,2,"跟‘还、也、只’连用,表示在什么之外,还有别的","[used correlatively with 还hái, 也yě and 只zhǐ to mean ‘besides']",,,介词
584513,58451,3,"跟‘就是’连用,表示不这样就那样",[used correlatively with 就是jiùshì to mean ‘either of the two alternatives'],,,介词
584611,58461,1,做饭菜的屋子。,kitchen,,,名词
584612,58461,2,〈旧时old〉指厨师。,cook,,,名词
584811,58481,1,词和短语;字眼,word and phrase; wording,,,名词
584911,58491,1,"智力发达,记忆和理解能力强",clever; intelligent; quick in learning and comprehension,,,形容词
585011,58501,1,扫除;清理,sweep; clean,,,动词
585111,58511,1,考虑;计划,plan; intend,,,动词
585112,58511,2,关于行动的方向、方法等的想法;念头,plan; consideration; calculation,,,名词
585311,58531,1,放心不下,be anxious about; take sth. to heart; worry oneself about,,,动词
585411,58541,1,鸡蛋和面粉加糖和油制成的松软的糕。,cake; soft baked food made of eggs and flour with sugar and oil,,,名词
585511,58551,1,应当这样,naturally; it goes without saying,,,形容词
585512,58551,2,"合于事理或情理,没有疑问",in accordance with reason or sense; without doubt,,,形容词
585911,58591,1,各级行政区划的统称(跟‘中央’相对as opposed to‘central administration’}),local administration,,,名词
585912,58591,2,本地;当地,native or local place,,,名词
585922,58592,2,部分,part,,,名词
586011,58601,1,地下铁道的简称,Abbr. for地下铁道dìxià tiědào,,,名词
586012,58601,2,指地铁列车,tube train,,,名词
586111,58611,1,"说明地球表面的事物和现象分布情况的图,上面标着符号和文字,有时也着上颜色","map; picture that shows the distribution of things and phenomena on the earth, marked with symbols and words, and coloured in some cases",,,名词
586211,58621,1,多层建筑物中作垂直方向运动的电动机械。,lift; elevator; electric mechanism to move people and things up and down a multi-storey building,,,名词
586311,58631,1,"构成原子的基本粒子之一,质量极小,带负电,在原子中围绕原子核旋转。","electron; elementary particle that is a constituent of atom, with a negative charge and a minimal mass, and that spins around the nucleus in an atom",,,名词
586611,58661,1,"生物的一大类,这一类生物多以有机物为食料,有神经,有感觉,能运动。","animal; a category of living beings that can move about independently, have specialized sense organs, and usu. feed off other organic substances as food",,,名词
586911,58691,1,指锻造或冶炼。,forge; smelt; temper,,,动词
586912,58691,2,"通过体育运动使身体强壮,培养勇敢、机警和维护集体利益等品德","work out; do keep-fit exercise; take physical training (so as to build up physique, and boost courage, alertness and awareness in defending collective interests, etc.)",,,动词
