definition_id,example_sn,example_cn,example_en,example_img
581011,2,他对打太极拳很爱好。,He has a penchant for slow-motion boxing.,
581012,1,供应人民爱好的日用品。,supply the people with their favourite daily necessities,
581111,1,病人需要安静。,The patient needs peace and quiet.,
581112,1,孩子睡得很安静,The child is sound asleep.,
581112,2,过了几年安静生活。,live in peace and quiet for several years,
581611,1,想办法,find a way,
581611,2,"他不答应,你也拿他没办法。","If he does not agree, you can do nothing about it.",
582411,1,有比较才能鉴别,Only by comparing can a difference be made.,
582411,2,"这两块料子比较起来,颜色是这块好,质地是那块好。","Comparing the two fabrics, this is of a better colour, while that is of a superior quality.",
582412,1,"这项政策贯彻以后,农民的生产积极性比较前一时期又有所提高。",Farmers are more enthusiastic for production than they were before this policy was adopted.,
582413,1,这篇文章写得比较好。,This article is comparatively well written.,
582511,1,象棋比赛,chess match,
582511,2,比赛篮球。,have a basketball game,
582611,1,学习必须刻苦钻研。,Diligent and intensive study is a fundamental necessity.,
582612,1,明天你必须来。,You must come here tomorrow.,
582612,2,[注意]NOTE:‘必须’的否定是‘无须’、‘不须’或‘不必’。,The negative of ‘must; have to; necessary’ is ‘not have to; not be necessary; need not’ or ‘unnecessary’.,
582711,1,化学变化,chemical change,
582711,2,变化多端,vary a lot,
582711,3,情况发生了变化。,Changes have taken place in the situation.,
582811,1,表示关怀,show concern,
582811,2,表示好感,express one's good opinion of sth. or sb.,
582811,3,大家一起鼓掌表示欢迎。,We all applauded to extend a warm welcome.,
582812,1,海上红色的灯光表示那ㄦ有浅滩或者礁石。,The red light on the sea indicates a shoal or reef.,
582813,1,"老师心里很喜欢他的直爽,但是脸上并没露出赞许的表示。","The teacher liked him for his frankness, but his face betrayed no sign of agreement.",
582911,1,化装表演,fancy dress show,
582911,2,表演体操。,perform gymnastics,
582912,1,表演新操作法。,demonstrate a new technique of operation,
583011,1,"家里只有母亲和我,没有别人。",There are only my mother and I in our family — nobody else.,
583021,1,"别人都同意,就你一人反对",All others agree; only you do not.,
583021,2,"把方便让给别人,把困难留给自己。",leave the easy part of a job to others while taking the difficult part oneself; making things convenient for others at one's own expense,
583412,1,计算机屏幕上显示出操作菜单,The operating menu appeared on a computer screen.,
583412,2,菜单。,The fashion festival's spectacular programme of events is being unveiled.,
583511,1,参加工会,join the trade union,
583511,2,参加会议,attend a meeting,
583511,3,参加选举,participate in an election,
583511,4,参加绿化劳动。,take part in tree planting,
583512,1,"这件事ㄦ,请你也参加点ㄦ意见。",Please come and give us your view on this matter.,
584111,1,学习成绩,grade; mark,
584111,2,成绩优秀,excellent marks,
584111,3,我们各方面的工作都有很大的成绩。,We have made great achievements in all aspects of our work.,
584411,1,比赛前半小时运动员已经出现在运动场上了,The athletes appeared on the sports ground half an hour before the competition.,
584411,2,近年来出现了许多优秀作品。,Many fine works have come to the fore in recent years.,
584511,1,"那条山路,除了他,谁也不熟悉。",Nobody knows the mountain road except him.,
584512,1,"他除了教课,还负责学校里工会的工作",He teaches as well as being in charge of the trade union.,
584512,2,"他除了写小说,有时候也写写诗。",He occasionally writes poems in addition to fiction.,
584513,1,"刚生下来的孩子,除了吃就是睡。",All a newborn baby does is to eat and sleep.,
584811,1,写文章要尽量避免方言词语,One should avoid the use of slang in writing.,
584811,2,对课文中的生僻词语都做了简单的注释。,Unusual words in the text are given simple explanations.,
584911,1,"这个孩子既聪明又用功,学习上进步很快。","The child is smart and hardworking, and has made rapid progress in his studies.",
585011,1,打扫院子,sweep the courtyard,
585011,2,打扫战场。,clean up the battlefield,
585111,1,通盘打算,comprehensive plan,
585111,2,你打算几时走?,When do you intend to leave?,
585112,1,"毕业生有一个共同的打算,就是到祖国最需要的地方去。",The common plan of all graduates is to go where the country needs them most.,
585311,1,担心情况有变,fear an unexpected change,
585311,2,"一切都顺利,请不要担心。","Everything is going smoothly, rest assured.",
585511,1,理所当然。,as it should (be),
585512,1,群众有困难当然应该帮助解决。,It goes without saying that we should help people in need.,
585911,1,中央工业和地方工业同时并举。,attach equal importance to centrally and locally administrated industries alike,
585912,1,"他在农村的时候,常给地方上的群众治病。",He used to provide medical treatment to the local people while he was in the countryside.,
585922,1,"这话有对的地方,也有不对的地方。","Part of what you say is right, and part of it wrong.",
586011,1,地铁车站。,subway station,
586012,1,坐地铁比坐公共汽车快。,It's faster to take the tube than the bus.,
586111,1,军用地图,military map,
586111,2,中华人民共和国地图,Map of the People's Republic of China,
586111,3,一张大地图,a large map,
586111,4,世界地图。,map of the world,
586911,1,体育锻炼,physical exercise,
586911,2,"锻炼身体,保卫祖国。",build up physique and defend the country,
586912,1,体育锻炼,physical exercise,
586912,2,"锻炼身体,保卫祖国。",build up physique and defend the country,
587011,1,洛阳离这里有多么远?,How far is Luoyang from here?,
587012,1,他的品德多么高尚!,How noble-minded he is!,
587012,2,国家培养一个人才是多么不容易呀!,The state has gone to such great lengths to cultivate a person's talent.,
587013,1,"不管风里雨里,多么冷,多么热,战士们总是不停地在苦练杀敌本领。","Rain or shine, no matter how hot or cold, soldiers train rigorously in com-bat skills.",
587013,2,"[注意]NOTE:‘多么’的用法基本上跟‘多’相同,‘多么’用于感叹句为主,其他用法不如‘多’普通。","Usage of 多么 is akin to多2duō. 多么 is usu. used in exclamations, otherwise it is less commonly used than 多2.",
587211,1,"他不仅会开汽车,而且还会修理",He not only can drive a car but also repair it.,
587211,2,"不但战胜了各种灾害,而且获得了丰收。","(We) not only came through the natural disaster, but also had a bumper harvest.",
587511,1,发现新的基本粒子,discover a new elementary particle,
587511,2,"有所发明,有所发现,有所创造。",Make new inventions and discoveries and create new things.,
587512,1,"这两天,我发现他好像有什么心事。",In the last couple of days I have noticed that he seems to have something on his mind.,
587611,1,大开方便之门,do everything for sb.'s convenience,
587611,2,北京市的交通很方便,Getting around is rather convenient in Beijing.,
587611,3,"把方便让给别人,把困难留给自己。",Take the difficulties on oneself and make things easy for others.,
587612,1,方便群众。,make things convenient for the people,
587613,1,这ㄦ说话不方便。,It's not convenient to talk here. or This is not the right place for talking.,
587614,1,手头ㄦ不方便。,have little money to spare,
587615,1,"车停一会ㄦ,大家可以方便方便。",The car will wait here for a while and you can use the lavatory (or wash your hands).,
587811,1,"你只管放心,出不了错",You can rest assured that everything will be all right.,
587811,2,"看到一切都安排好了,他才放了心。",He felt relieved after seeing everything had been well arranged.,
588011,1,附近地区,neighbouring areas; nearby region,
588011,2,附近居民。,neighbouring residents,
588012,1,"他家就在附近,几分钟就可以走到。",His house is only a few minutes' walk from here.,
588111,1,复习功课,review one's lessons,
588111,2,复习提纲。,revision outline,
588211,1,孩子们都穿得干干净净的。,The children are neat and tidy.,
588212,1,笔下干净。,(of writing) concise and to the point,
588213,1,打扫干净,thorough cleaning,
588213,2,消灭干净。,eliminate completely,
588511,1,他把刚才的事ㄦ忘了,He forgot what happened just now.,
588511,2,"刚才他在车间劳动,这会ㄦ开会去了。",He was working in the workshop just a moment ago and is now at a meeting.,
588611,1,"根据气象台的预报,明天要下雨","According to the weather forecast, it's going to rain tomorrow.",
588611,2,"根据大家的意见,把计划修改一下。",We will revise the plan on the basis of public opinions.,
588612,1,说话要有根据。,One should avoid making unfounded assertions.,
589011,1,虚应故事,muddle through routine work,
589011,2,奉行故事(按照老规矩敷衍塞责)。,follow established practice mechanically; follow the old practice,
589021,1,神话故事,fairy tale,
589021,2,民间故事。,folk story,
589022,1,故事性。,plot,
589311,1,正确处理科学技术普及和提高的关系,correctly handle the relationship between the popularization and the development of science and technology,
589311,2,这个电门跟那盏灯没有关系。,This switch has nothing to do with the light.,
589312,1,拉关系,try to establish a relationship with sb.; cotton up to,
589312,2,关系户,persons or groups having dealings with each other that promote their common interests,
589312,3,同志关系,comradeship,
589312,4,军民关系,relationship between the army and the people,
589312,5,社会关系。,social connections,
589313,1,这一点很有关系,This matters a lot.,
589313,2,"没有关系,修理修理照样ㄦ能用。","It doesn't matter. After some repair, it can be used again all the same.",
589314,1,"由于时间关系,暂时谈到这里为止。","Since time is limited, the talk has to stop here this time.",
589315,1,随身带上团的关系。,Bring your Youth League credentials with you.,
589316,1,棉花是关系到国计民生的重要物资。,Cotton is a major material that has an important bearing on the national economy and the people's livelihood.,
589411,1,关心群众生活,care for the livelihood of the masses,
589411,2,"这是厂里的大事,希望大家多关点ㄦ心。",This is a matter of importance to our factory. I hope that everyone will show more interest in it.,
589511,1,"关于兴修水利,上级已经做了指示。",The higher authorities have issued an instruction on building water conservancy projects.,
589512,1,他读了几本关于政治经济学的书,He read a few books on political economy.,
589512,2,"今天在厂里开了一个会,是关于爱国卫生运动的。",A meeting was held in the factory concerning the patriotic health campaign.,
589512,3,"[注意]NOTE:表示关涉,用‘关于’不用‘对于’,如关于织女星,民间有个美丽的传说。","when indicating ‘related to’ or ‘relating to’, use 关于 instead of 对于 duìyú, e.g. There is a beautiful legend about the Vega.",
589512,4,"对于文化遗产,我们必须进行研究分析。","when indicating an object, use 对于 instead of 关于",
589512,5,"关于(对于)订立公约,大家都很赞成。","e.g. Speaking of cultural legacy, we must study and analyse it.",
589512,6,"‘关于’有提示性质,用‘关于’组成的介词结构,可以单独作文章的题目","in a situation involving both cases, use either 关于 or 对于",
