definition_id,example_sn,example_cn,example_en,example_img
3625,5,"[注意]NOTE:‘对’和‘对于’的用法差不多, 但是‘对’所保留的动词性较强,因此有些用‘对’的句子不能改用‘对于’,如上面头两个例子。","Though used roughly in the same way, 对duì and 对于duìyú are not always interchangeable, as 对 is used in a more verbal sense, as is shown in the first two examples.",
3814,4,"[注意]NOTE:‘能’表示具备某种能力或达到某种效率,‘会’表示学得某种本领。初次学会某种动作用‘会’,恢复某种能力用‘能’。","The word 能 néng is used to indicate possession of certain ability or capacity, whereas the word 会 huì is used to mean a skill that has just been learned. 会 huì is used for ability that has just been learned, while 能 néng is used for an ability that has just been recovered.",
3814,20,〈古arch.〉又同,for instance,
3923,4,[注意]NOTE:多跟单音动词组合。,oft. used in combination with a mono-syllabic verb,
3923,6,see‘能’,néng,
4011,17,少于,[indicating comparison],
4012,1,动词后缀,[after a verb],
4012,6,形容词后缀,[after an adjective],
4711,5,连接肯定和否定互相补充的成分,[used to connect an affirmative element and a negative element that complement each other],
4711,8,"连接语意相反的成分,表示转折","[used to connect two elements opposite in meaning, showing a contrast]",
4711,10,连接事理上前后相因的成分,[used to connect cause and effect],
4811,4,"[注意]NOTE:前边直接加数词,不用量词。",A numeral is added directly before the character 年nián and a classifier is not necessary.,
5011,3,[注意]NOTE:否定式是‘不得’,The negative form is 不得·bu·de,
5012,5,[注意]NOTE:否定式是把‘得’换成 ‘不’,The negative form changes 得·de to 不 bù,
5013,3,[注意]NOTE:‘写得好’的否定式是 ‘写得不好’。,The negative form of ‘写得好’ is ‘写得不好’.,
5022,3,"[注意]NOTE:‘得’的否定是‘无须’或‘不用’,不说‘不得’。","The negative form of 得děi is 无须 wúxū or 不用bùyòng, not 不得bùděi.",
5134,5,行(háng)家。,expert; specialist,
5417,3,"[注意]NOTE:大都用于积极性的形容词,如‘大、高、长、远、粗、宽、厚’等等。","多 is used largely to modify adjectives in positive senses such as 大dà, 高gāo, 长cháng, 远yuǎn, 粗cū, 宽 kuān and 厚hòu, etc.",
6419,3,用于会见的次数,[for the number of times two people meet each other],
6541,6,单用,[used alone],
6541,10,"[注意]NOTE:单用的‘那’限于在动词前。在动词后面用‘那个’,只有跟‘这’对举的时候可以用‘那’","‘那’nà is used alone when it precedes a verb, takes the form of 那个 nàgè when it follows a verb, and can be used only as an opposite to 这 zhè",
6541,13,"在口语里,‘那’单用或者后面直接跟名词,说nà或nè;‘那’后面跟量词或数词加量词常常说nèi或nè。以下【那程子】、【那个】、【那会ㄦ】、【那些】、【那样】各条在口语里都常常说nèi-或nè-,【那么】、【那么点ㄦ】、【那么些】、【那么着】各条在口语里都常常说nè-。",We were immensely happy seeing the place this way and that.,
6715,3,"用在做定语的主谓结构的动词前面,表示中心词是受事",[used before the verb in the subject-predicate structure to make it passive],
6715,6,"用在‘是…的’中间的名词、代词和动词之间,强调施事和动作的关系",[used between noun or pronoun and verb to stress the relation between the doer of an action and the action itself],
6812,3,[注意]NOTE:动词和‘起’之间常有‘得’字或‘不’字。,"In this use, the word 得·de or 不 bù is inserted between the verband 起.",
6920,3,"[注意]NOTE:表示离开说话人所在地自行做某件事时用‘去’,表示到说话人所在地参与某件事时用‘来’。","when indicating an action of leaving the speaker, use 去, while for an action of coming towards the speaker, use 来 lái",
6921,4,"[注意]NOTE:⑧⑨的‘去’可以一前一后同时用,表示去了要做某件事,如他去听报告去了。","去 qù in ⑧⑨ can be used simultaneously before and after a verb or verb-object structure to indicate ‘have gone to do sth.’, e.g. He has gone to listen to a report.",
7214,6,〈古arch.〉又同,also same as,
8216,2,斗(dòu)法。,contend by artifice or trickery; contend; (in mythology) contest in magic arts,
8312,3,"[注意]NOTE:‘你’跟‘我’或‘他’配合,表示‘这个…’和‘那个…’的意思","When used correlatively with 我 wǒ or 他 tā, the pair thus formed means ‘each other’, ‘one another’ or ‘one after another’.",
9530,10,一把年纪,[for certain abstract ideas],
9530,15,拉他一把,[indicating the hand's action],
9533,2,[注意]NOTE:①②‘把’的宾语都是确定的。,[In ①② the object of 把 is definite],
9533,3,"用‘把’的句子,动词后边有附加成分或补语,或前边有‘一’等特种状语。但在诗歌戏曲里可以不带","[In a 把 construction, there is usu. a suffix or complement after the verb, or 一 yī before the verb; poetry or dramatic verse are exceptions]",
9533,6,"用‘把’的句子,动词后头一般不带宾语,但有时带","[with a 把 construction, there is usu. no object after the verb, but there are exceptions]",
9533,9,"用‘把’的句子,有时候后面不说出具体的动作,这种句子多半用在骂人的场合",[sometimes 把 is not followed by any action and expresses reproach],
9533,11,把眼睛看我’,"[in modern Chinese, 把 had the meaning of ‘拿ná (use)’, and this usage is still found in certain contemporary dialects]",
11012,2,连用,[used successively],
11822,4,用于动物(多指飞禽、走兽),"[for certain animals, esp. birds or beasts]",
11822,7,用于某些器具,[for certain utensils],
11822,9,用于船只,[for boats or ships],
12620,4,用于门、墙等,"[of doors, walls, etc.]",
12620,8,用于命令、题目等,"[of orders, questions, etc.]",
12620,11,次,[indicating number of times or layers],
13111,7,"[注意]NOTE:‘两’和‘二’用法不全同。读数目字只用‘二’不用‘两’,如‘一、二、三、四’。小数和分数只用‘二’不用‘两’,如‘零点二(0.2),三分之二’。序数也只用‘二’,如‘第二、二哥’。在一般量词前,用‘两’不用‘二’。在传统的度量衡单位前,‘两’和‘二’一般都可用,用‘二’为多(‘二两’不能说‘两两’)。新的度量衡单位前一般用‘两’,如‘两吨、两公里’。在多位数中,百、十、个位用‘二’不用‘两’,如‘二百二十二’。‘千、万、亿’的前面,‘两’和‘二’一般都可用,但如‘三万二千’、‘两亿二千万’,‘千’在‘万、亿’后,以用‘二’为常。","The uses of 两 liǎng and 二 èr are not entirely the same. When you read the numbers, you use only 二 not 两, as 一, 二, 三 and 四. In decimals and fractions, use only 二, not 两, as 零点二(0.2) and 三分之二. In ordinal numbers also use 二, as 第二 and 二哥. Before the common measure words, use 两, not 二. Before the traditional measuring units, usually both 两 and 二 can be used, but 二 is used more often (as 二两 cannot be replaced by 两两). Before the new measuring units, usually use 两, as 两吨 and 两公里. In the multi-digit numbers, use 二, not 两 for 百位(hundreds place), 十位(tens place) and 个位(unit place), as 二百二十二. Before 千, 万 and 亿, usually both 两 and 二 can be used, but as in 三万二千 and 两亿二千万, when 千 is after 万, 亿, 二 is more frequently used.",
14334,3,用于蒜,[used with garlic],
14614,1,"吃服(fù)药表一表,出身汗。",Take medicine to draw out the cold and induce perspiration.,
15314,3,[注意]NOTE:‘加’跟‘加以’用法不同之点是‘加’多用在单音状语之后。,The difference between 加 and 加以 jiāyǐ in usage is that 加 is usu. used after a monosyllabic adverb.,
16114,2,〈古arch.〉又同,also same as,
17114,2,〈古arch.〉又同,also same as,
17415,3,see【儿化】,érhuà,
17416,3,see【儿化】,érhuà,
17919,3,"[注意]NOTE:‘一’加量词在‘比’的前后重复,可以表示程度的累进",adding 一 yī to a measure word and repeating it before and after 比 bǐ indicates progression,
18615,3,〈古arch.〉又同,also same as,
20312,3,"[注意]NOTE:动词本身有给予意义的,后面可以用‘给’,也可以不用‘给’;本身没有给予意义的,后面必须用‘给’","The word 给 can be used or not with a verb that implies “giving ”, but is required behind other verbs",
20313,2,"[注意]NOTE:这种用法,普通话有一定限制,有的说法方言里有,普通话里没有,如‘车走远了,她还在给我们招手’,普通话用‘向’或‘跟’","In putonghua, this usage is limited. Some dialects use 给. For example:车走远了,她还在给我们招手(She continued to wave as the car disappeared in the distance), where putonghua would use 向 xiàng or 跟 gēn.",
20314,2,"[注意]NOTE:这种用法,普通话有一定限制,有的说法方言里有,普通话里没有,如‘车走远了,她还在给我们招手’,普通话用‘向’或‘跟’","In putonghua, this usage is limited. Some dialects use 给. For example:车走远了,她还在给我们招手(She continued to wave as the car disappeared in the distance), where putonghua would use 向 xiàng or 跟 gēn.",
20315,4,表示某种遭遇,[indicate a bitter experience],
20516,6,用于以固定数量合成的某些长条形的东西,[used for long things each consisting of a fixed number of pieces],
20516,9,用于分项的,[used for itemized nouns],
22516,2,"[注意]NOTE:用‘及’连接的成分多在意义上有主次之分,主要的成分放在‘及’的前面。","The character 及 is used to join two or more nouns, with the one following it subordinate in meaning.",
22820,2,用于功课、技术等,[of field of study or technical training],
22821,2,用于功课、技术等,[of field of study or technical training],
22822,2,用于功课、技术等,[of field of study or technical training],
24740,13,打嗝ㄦ,[indicating some physical actions],
24740,17,打晃ㄦ(huàngr)。,stagger,
26436,2,干号(háo)。,cry aloud without tears; affected wailing,
26515,2,表示因果或情理上的联系,[indicating causal relationship],
26515,5,表示对比,[indicating contrast],
26515,7,用在相同的两个词之间表示让步,[used between two identical words to indicate concession],
27411,5,"[注意]NOTE:表示已经重复的动作用‘又’,表示将要重复的动作用‘再’","又yòu is used to indicate a repeated action, while 再zài is used to indicate an action that is to be repeated in future",
27411,11,"学习再不努力,就得留级了",[indicating what will happen if a condition is allowed to continue],
27411,14,咱们看完了这个节目再走,[indicating one action taking place after the completion of another],
27411,17,再不然,[indicating additional information],
29713,2,设x=1,given:x=1,
29713,3,设长方形的宽是x米。,Suppose the width of a rectangle is x metres.,
30727,2,"[注意]NOTE:‘便’是保留在书面语中的近代汉语,它的意义和用法基本上跟‘就’相同。",便 is a formal modern Chinese character andmeans almost the same as 就 jiù.,
31014,2,〈古arch.〉又同same as‘坠’,zhuì,
31716,5,用于床、桌子等,"[of beds, tables, etc.]",
31716,9,用于嘴、脸,[of mouth or face],
31716,12,用于弓,[of bow],
31817,2,see‘就’,jiù,
33214,3,〈古arch.〉又同,also same as,
33415,2,〈古arch.〉又同same as‘恭’gōng; 又同,also same as,
34013,8,"跟‘得’(或‘不’)连用,表示力量够得上(或够不上);胜任",[used after 得·de or 不bù to express ‘capable’ or ‘incapable’],
35815,3,"[注意]NOTE:‘极’也可做补语,但前头不能用‘得’,后面一般带‘了’,如‘忙极了’。","极 can also be used as a complement; it cannot be preceded by 得·de and is oft. followed by 了·le, as in 忙极了máng jí·le.",
37821,4,"[注意]NOTE:跟否定副词单独成句,后面不再跟别的成分。",The word 价 will not be followed by other sentence elements if it forms an independent sentence together with a nega-tive adverb.,
39212,3,非分(fèn)。,presumptuous; not one's due,
40021,6,see【岩石】,yánshí,
40324,2,"[注意]NOTE:广西简称广,限于两广(广东和广西)。",Guangxi is abbreviated as Guang only in the old term of liangguang or ‘Two Guangs' (Guangdong and Guangxi),
40412,4,see【律诗】,lǜshī,
40413,4,see【律诗】,lǜshī,
40513,2,看(kān)青。,keep watch on the ripening crops,
40715,3,also‘刻’,kè,
42812,3,[注意]NOTE:有时带‘着’(·zhe),sometimes followed by 着,
42814,3,[注意]NOTE:用在感叹句中兼有加强语气的作用,also used in exclamatory sentences for emphasis,
47421,4,also是的,shì·de,
47718,3,用于歌曲或乐曲,[for songs or musical compositions],
47718,5,用于电灯的光度,[for the illuminating power of electric light] watt,
47718,8,"纱线粗细程度的计算单位,用单位重量的长度来表示,如1克重的纱线长100米,就叫100支(纱)。纱线愈细,支数愈多。","[for the thickness of yarn] count, where 100-count refers to 100 metres of yarn weighing 1 gram",
47718,9,same as‘枝’,zhī,
47818,2,also彪,biāo,
47819,2,also彪,biāo,
50516,2,"[注意]NOTE:‘被’字后面的施事有时可以省略,但‘让’字后面的施事不能省略,如可说‘行李被淋了’,不说‘行李让淋了’。","The agent of an action behind the character 被bèi an oft. be deleted, as in 行李被淋了, but not so behind 让, such as in 行李让淋了, in which 雨yǔ is incorrectly omitted.",
51416,2,用于地面和水面等,"[for a piece of land, a stretch of water etc.]",
51416,6,一片新气象,"[for a scenario, kind of atmosphere, sound, language, feeling, etc.]",
51517,2,see【生肖】,shēngxiào,
51522,3,〈古arch.〉又同,also same as,
52513,2,[注意]NOTE:有时叠用,Sometimes the character 某 is used in reiterative locution,
52514,2,[注意]NOTE:有时叠用,Sometimes the character 某 is used in reiterative locution,
54315,3,"[注意]NOTE:‘越来越…’表示程度随着时间发展,如天气越来越热了。","越来越 yuèláiyuè expresses an increase in degree with the passage of time, e.g. The weather is becoming hotter and hotter.",
54923,2,用在一句话的末尾或句中停顿的地方表示感叹,"[used at the end of a sentence, or at a pause in the middle of a sentence to express an exclamation]",
56514,2,用于景色、气象、声音、语言等(前面用‘一’字),"[used with the numeral 一yī to indicate scene, atmosphere, sound, remark, etc.]",
56515,2,调(diào)派,allocate; assign,
56516,2,调(diào)派,allocate; assign,
57129,1,排闼(tà)直入,push the door open and enter the room unceremoniously,
59041,4,see‘啊’,·ɑ,
59051,3,"单用,跟‘什么’相同,常和‘什么’交互着用",[used singularly] what; [oft. used alternatively with 什么 shén·me] what ... what,
59051,5,"[注意]NOTE:‘哪’后面跟量词或数词加量词的时候,在口语里常常说něi或nǎi,单用的‘哪’在口语里只说nǎ。以下【哪个】①、【哪会ㄦ】、【哪门子】、【哪些】、【哪样】各条在口语里都常常说něi-或nǎi-。","In oral Chinese, 哪nǎ is oft. pronounced něi or nǎi when followed by a classifier or a numeral-classifier combination, 哪nǎ when used independently, and oft. něi- or nǎi- in 哪个nǎi·ge ①, 哪会ㄦnǎihuìr, 哪门子nǎimén·zi, 哪些nǎixiē, and 哪样nǎiyàng.",
59233,2,解(jiè)差。,(in old times) one who escorted criminals or captives,
60330,3,相反的意思较轻微,[mildly contrary meaning],
60330,7,"[注意]NOTE:a类可以改用‘反倒’, b类不能。","In the case of (a) 倒 dào can be replaced with 反倒fǎndào, but in the case of (b) it cannot be replaced.",
61130,2,(号ㄦhàor)用于成交的次数,[for business deals],
62117,2,急人之难(nàn)。,eager to help those in need,
63016,3,〈古arch.〉又同,also same as,
66111,3,"[注意]NOTE:‘谁’可以指一个人或几个人,方言中有用‘谁们’表示复数的。","word 谁 may refer to one person or more than one person; in some dialects, 谁们 is used in a plural sense",
66112,2,[注意]NOTE:反问句中用‘谁知道’有时候是‘不料’的意思,"in rhetorical questions, 谁知道 sometimes means ‘unexpectedly or to one's surprise’",
66114,3,"主语和宾语都用‘谁’,指不同的人,表示彼此一样",[used as both subject and object to indicate two different people],
66114,5,"两个‘谁’字前后照应,指相同的人",[the word 谁 is used twice in a sentence so that the subject and the object are coordinated to refer to the same person],
66712,3,〈古arch.〉又同,also same as,
68812,3,〈古arch.〉又同,also same as,
69315,2,see【步武】,bùwǔ,
69414,2,〈古arch.〉又同,also same as,
71415,2,"[注意]NOTE:‘啊’用在句末或句中,常受到前一字韵母或韵尾的影响而发生不同的变音,也可以写成不同的字。","When used at the end of a sentence or in the middle of it, the word 啊·a may be pronounced or written in a different way due to the influence of the head or tail vowels of the previous word.",
71415,3,"ɑ,e,i,o,?; ‘啊’的发音和写法",Head or tail vowel of previous word,
71415,4,"ɑ⇒iɑ 呀 yā
前字的韵母或韵尾",Pronunciation and written form of 啊·ɑ,
71415,5,"u,ɑo,ou; ‘啊’的发音和写法",Head or tail vowel of previous word,
71415,6,"ɑ⇒uɑ 哇 wā
前字的韵母或韵尾",Pronunciation and written form of 啊·ɑ,
71415,7,-n; ‘啊’的发音和写法,Head or tail vowel of previous word,
71415,8,"ɑ⇒nɑ 哪·nɑ
前字的韵母或韵尾",Pronunciation and written form of 啊·ɑ,
71415,9,-ng; ‘啊’的发音和写法,Head or tail vowel of previous word,
71415,10,ɑ⇒ngɑ⇒阿ā,Pronunciation and written form of 啊·ɑ,
72311,2,also呆,dāi,
73415,2,用于定时开行的交通运输工具,[used for scheduled forms of transportation],
73613,1,硫酸亚铁(FeSO?),ferrisulphas,
73613,2,亚氨基(=NH),imino group,
73613,3,亚硫酸(H?SO?)。,sulphurous acid,
76011,3,指时间,[of time],
78815,5,用于面部表情,[indicating facial expression],
81412,1,大爷(dà·ye),uncle,
81413,1,大爷(dà·ye),uncle,
83811,2,"想当年当(dàng)无可当,卖无可卖,真把我给困住了。","In those days, I was in such dire straits that I had nothing to mortgage or trade in.",
86114,2,see‘孟’,mèng,
87716,3,also元,yuán,
87717,3,also元,yuán,
92417,2,"用于分节的课程,一节叫一堂",[of school classes] class,
96016,4,用于书画艺术,[used to indicate painting and calligraphy],
97622,3,〈古arch.〉又同,also same as,
98113,2,〈古old〉又同,also same as,
103327,2,〈古arch.〉又同斋戒的‘斋’(zhāi)。,also same as 斋 zhāi in the phrase 斋戒 zhāijiè,
108815,2,〈古arch.〉又同,also same as,
111111,1,行(háng)距,row spacing,
117617,3,"[注意]NOTE:与‘横’(hèng)①义相近,但只用于成语或文言词中。",semantically similar to 横 hèng ① but used only in idioms or classical Chinese,
125211,2,see【南北朝】,Nán-Běi Cháo,
125211,4,see【北宋】,Běi Sòng,
125212,2,see【南北朝】,Nán-Běi Cháo,
125212,4,see【北宋】,Běi Sòng,
127213,1,穷?num>10.蛭鋥use all one's armed might to wage war; wantonly engage in military ventures}穷目远望。,look as far as one's eyes can see,
127814,2,用于炮,[used of artillery],
131014,1,敬启者(〈旧时old〉用于书信的开端,a set phrase to begin a letter,
134211,1,"这排房子的房顶都苫好了,就等着瓦瓦(wǎ)了。","With their roofs already covered with straw mats, this row of dwellings are ready for tiling.",
134412,2,乐(yuè)池。,orchestra pit,
135012,3,[注意]NOTE:口语里多说‘趁’chèn。,趁chèn is often used to replace 乘chéng in spoken Chinese.,
139322,3,[注意]NOTE:‘俩’后面不再接‘个’字或其他量词。,No 个 gè or other classifier is added after 俩.,
144113,3,"[注意]NOTE:表示疑问语气用‘吗’,不用‘嘛’。",In an interrogative sentence 吗·mɑ is used instead of 嘛·mɑ.,
149615,1,惠鉴,[a conventional phrase used after the salutation in a letter] for your gracious perusal; be kind enough to read (the following letter),
149615,2,台鉴,[a form used after the name in the salutation of a business letter] Dear Mr. so-and-so; May I draw your attention to the following.,
149615,3,钧鉴。,[a conventional phrase used in the salutation in formal letters addressed to a superior] I wish to draw Your Excellency's attention.,
155213,2,"[注意]NOTE:在很多合成词里,‘辞’也作词。",In many compounds 辞 cí also written as 词 cí.,
157512,1,"螺丝母勚(yì)了,咬不住。",The nut is worn and won't catch.,
157811,1,吐核ㄦ(húr),spit out pips or pits,
159014,3,〈古arch.〉又同same as‘婚’,hūn,
165134,2,宿将(jiàng)。,veteran general,
167611,2,also辐凑,fúcòu,
183621,2,扇扇(shàn)子。,wave a fan; fan oneself,
186011,1,小孩ㄦ又尿(niào)了一泡尿。,The child has pissed again!,
196313,1,谶(chèn)纬。,divination combined with mystical Confucianist belief,
197512,2,see‘孟’,mèng,
204221,2,〈古arch.〉又同,also same as,
212711,1,钉钉(dīng)子,drive in a nail,
212911,2,also钉,dīng,
219611,3,〈古arch.〉又同same as‘恺’,kǎi,
233611,3,[注意]NOTE:方言中不限于走动。,In dialects the meaning of this word does not limit to trip or trips.,
247314,2,〈古arch.〉又同,also same as,
250312,2,〈古arch.〉又同,also same as,
273213,4,〈古arch.〉又同,also same as,
291111,3,also分付,fēn·fù,
317211,4,茅厕(方言中读máo·si)。,latrine; latrine pit (pronounced máo·si in local dialect),
320524,2,"[注意]NOTE:表示制止、驱逐等,一般用shī,也写作嘘。","shi is usu. used when indicating stopping or expelling, which is also written as 嘘",
331011,5,〈古arch.〉又同same as‘喻’,yù,
336612,3,戗(qiāng)辙ㄦ。,drive in the wrong direction (against traffic regulations),
345211,3,see【私塾】,sīshú,
356911,3,〈比喻fig.〉说到点子上,hit the nail on the head,
368111,2,also觍,miǎn·tiǎn,
369111,3,also馍馍,mó·mo,
376911,2,also,qiáocuì,
379212,3,〈古arch.〉又同,also same as,
387211,1,号(háo)啕。,howl; yowl,
388211,3,also儌倖,jiǎoxìng,
388711,2,also盘跚,pánshān,
398811,3,〈古arch.〉又同,also same as,
403221,3,also旁皇,pánghuáng,
406311,2,also蓝缕,lánlǚ,
422811,2,also点,diǎn,
426621,3,also飘渺,piāomiǎo,
430921,1,伛(yǔ)偻。,with one's back bent,
468111,3,〈古arch.〉又同,also same as,
485011,2,also缊,yīnyūn,
494211,2,盛(shèng)馔。,sumptuous dinner; feast,
503311,3,驵侩(zǎngkuài)。,horse dealer,
509511,2,also铻,jǔyǔ,
511311,1,毁家纾难(nàn)。,give all one has to help the state meet the crisis,
511411,1,same as根深柢固,gēn shēn dì gù,
512611,2,also委蛇,wēiyí,
537311,4,〈古arch.〉又同,also same as,
540911,2,also没,mò,
547011,3,〈古arch.〉又同,also same as,
550821,1,"砉然嚮(响)然,奏刀(huō)然(见《庄子·养生主》)。","the loud sound of tearing the skin from the bone, and the cracking sound of cutting with a knife (see Zhuangzi·Nourishment of the Soul)",
2010411,2,also等,děng,
2620,1,在英语中，动词的过去时通常要加-ed后缀。,"In English, the past tense of verbs usually requires adding the -ed suffix.",
19417,1,这道方程式的解是x=5，同学们都算对了吗？,The solution to this equation is x=5. Did all the students get it right?,
47022,1,他因为疏忽，把钱包落（lào）在了出租车上。,"Due to negligence, he left his wallet in the taxi.",
66121,1,“谁”这个字在口语中常被读作“shéi”。,The character '谁' is often pronounced as 'shéi' in colloquial speech.,
102421,1,妈妈在菜市场仔细地择(zhái)着新鲜的菠菜。,Mom is carefully picking fresh spinach at the vegetable market.,
102515,1,庄(zhuāng)教授是我们学校最受尊敬的历史学专家。,Professor Zhuang is the most respected history expert at our school.,
102813,1,皇(huáng)女士是我们公司新聘请的财务总监。,Ms. Huang is the new financial director hired by our company.,
103011,1,中医常用缩(sù)砂密来治疗消化不良的症状。,Traditional Chinese medicine often uses Amomum villosum to treat indigestion symptoms.,
103112,1,化学实验中我们测试了多种盐(yán)类化合物的导电性。,"In the chemistry experiment, we tested the conductivity of various salt compounds.",
167412,1,臣(chén)以为，减免赋税方能安抚民心。,This humble subject believes that only by reducing taxes can we pacify the people.,
167512,1,这个分子的直径大约是十埃(āi)，需要电子显微镜才能观察。,The diameter of this molecule is about ten angstroms and requires an electron microscope to observe.,
178921,1,这种方言中，'络'读作'lào'，意思和'luò'相同。,"In this dialect, '络' is pronounced as 'lào', with the same meaning as 'luò'.",
310912,1,她每天早餐都要喝一杯新鲜的橙汁，补充维生素C。,She drinks a glass of fresh orange juice every morning to supplement vitamin C.,
431911,1,嘧啶是合成维生素B1的重要化学原料。,Pyrimidine is an important chemical raw material for synthesizing vitamin B1.,
535321,1,这个字在古文中有时读作‘惝’(tǎng)，但现代多用chǎng音。,"This character is sometimes pronounced as 'tǎng' in ancient texts, but 'chǎng' is more commonly used nowadays.",
