example_id,definition_id,example_sn,example_cn
246,173,1,见到老人上车，要 起来 让座
247,173,2,他躺着起不来了
248,175,1,风筝 起来 了
249,175,2,一座座高楼 起来 了
250,175,3,起来 抗争
251,176,1,跟 时间 赛跑
252,177,1,完成这项任务要多少 时间 ?
253,178,1,现在的 时间 是8点整 。
254,179,1,改革 体制
255,179,2,改革 招生制度
256,180,1,这是一项重大 改革 。
257,181,1,如果 情况发生变化，我马上就给你去电话 。
258,182,1,马克思 主义
259,182,2,达尔文 主义
260,182,3,人道 主义
261,183,1,封建 主义
262,183,2,帝国 主义
263,184,1,乐观 主义
264,184,2,官僚 主义
265,184,3,独身 主义
266,185,1,传统 文化
267,185,2,文化 教育
268,186,1,学 文化
269,186,2,高中 文化 程度
270,187,1,企业 文化
271,187,2,饮食 文化
272,189,1,强敌入侵， 国人 震怒 。
273,190,1,工业、农业 以及 服务行业
274,190,2,读了这篇文章 以及 对这篇文章的分析之后，收获很大 。
275,191,1,发生 化学反应
276,191,2,发生 强烈地震
277,192,1,加强 攻势
278,193,1,由于 技术问题，没有按时开工 。
279,194,1,由于 大家意见不一致，因而还不能作出决定
280,194,2,由于 长期坚持体育锻炼，他的身体很健康 。
281,195,1,他虽然不太聪明， 但是 非常用功
282,195,2,尽管大家都不同意， 但是 他仍然固执己见 。
283,196,1,自己的 作为 自己负责 。
284,197,1,有所 作为
285,197,2,大有 作为
286,199,1,把他 作为 朋友看待 。
287,200,1,作为 公务员，一定要守法 。
288,201,1,联合 几位代表提了一项议案
289,201,2,联合 起来应对新挑战 。
290,202,1,联合 收割机
291,202,2,联合 演出
292,203,1,参加 少先队
293,203,2,参加 运动会
294,204,1,对买房的事，他不想 参加 意见 。
295,205,1,宇宙的 历史
296,205,2,社会演变的 历史
297,205,3,回忆录是他的 历史 的真实写照 。
298,206,1,那段 历史 谁都翻不了案 。
299,207,1,他是学 历史 的
300,208,1,投资 办学
301,209,1,三年收回 投资
302,210,1,他来的 时候 正下大雨 。
303,211,1,那 时候 我还小
304,211,2,暑假的 时候 全班同学去旅游 。
305,212,1,赢得了 人们 的信赖和支持 。
306,213,1,建立 领导机构
307,213,2,建立 生产基地
308,214,1,建立 联系
309,215,1,产品 质量
310,215,2,文化 产品
311,216,1,在球场 中央 争发球 。
312,217,1,中央 政府
313,218,1,主体 部分
314,218,2,部分 同志
315,219,1,需要 经费
316,219,2,需要 培养
317,220,1,满足 需要
318,221,1,提出 申请
319,222,1,工作 计划
320,222,2,训练 计划
321,223,1,计划 拍摄一部历史剧 。
322,224,1,同学们 有的 在看书， 有的 在写字 。
323,225,1,这天 也是 的，说热就热成这样 。
324,226,1,希望 小王能来
325,227,1,提出一个 希望
326,228,1,孩子是家长的 希望 。
327,230,1,设计得很 科学
328,231,1,协调好中央与 地方 的关系 。
329,232,1,地方 特色
330,232,2,外来干部和 地方 干部要搞好团结 。
331,233,1,部队的训练得到了 地方 上的大力支持 。
332,234,1,你家在什么 地方 ?
333,234,2,这个 地方 有出血点 。
334,235,1,文章有可以商榷的 地方 。
335,238,1,多年不见，他 还是 那么年轻
336,238,2,虽然路滑难走，我们 还是 准时到达了 。
337,239,1,你比我熟悉情况，这个会 还是 你去参加吧 。
338,240,1,这本词典 还是 我读大学时买的
339,240,2,这种事我 还是 第一次遇到 。
340,241,1,你是上午走 还是 下午走?
341,241,2,出国 还是 留下，你自己决定 。
342,242,1,无论城市 还是 农村，都发生了巨大变化 。
343,243,1,许多 房子
344,243,2,瘦了 许多
345,244,1,年来 身体欠安，深居简出 。
346,245,1,冬泳之前 必须 做充分的准备活 动
347,245,2,这件事你 必须 解释清楚 。
348,246,1,为了 保持生态平衡，严禁对森林过度采伐 。
349,247,1,影响 团结
350,247,2,互相 影响
351,248,1,良好的 影响
352,248,2,产生巨大 影响
353,249,1,警察在郊外 发现 了事主丢失的车
354,249,2,他的秘密被我 发现 了 。
355,250,1,发现 了一颗小行星
356,250,2,牛顿 发现 万有引力 。
357,251,1,科学新 发现
358,252,1,学校 教育
359,252,2,教育 方针
360,253,1,教育 青年一代
361,253,2,要说服 教育 ，不要强迫命令 。
362,254,1,一轮红日 出现 在东方
363,254,2,新 出现 的矛盾
364,255,1,决定 政策
365,255,2,到底应该怎么办，你 决定 吧 。
366,256,1,会议作出了三项 决定 。
367,257,1,产品的质量 决定 厂家的声誉 。
368,258,1,应该 而且 必须完成任务
369,258,2,他不但聪明， 而且 好学 。
370,259,1,实现 四个现代化
371,259,2,我的理想终于 实现 了 。
372,261,1,妥善 解决 内部矛盾
373,261,2,问题还没 解决
374,262,1,黑恶势力被 解决 了 。
375,263,1,及时 报道 灾情
376,264,1,这篇 报道 写得好
377,265,1,开发 荒山
378,265,2,开发 能源
379,266,1,开发 智力
380,267,1,开发 新产品
381,268,1,这种状况 继续 了很长时间 。
382,269,1,姜维九伐中原是诸葛亮六出祁山的 继续 。
383,270,1,这座楼房 基础 打得坚实 。
384,271,1,小学教育是整个教育工作的 基础 。
385,273,1,精神 生活
386,273,2,精神 文明
387,274,1,深入领会文件 精神 。
388,275,1,精神 饱满
389,275,2,没有 精神
390,276,1,小伙子显得格外 精神
391,276,2,老两口如今都挺 精神 的 。
392,277,1,他写的字很 特别
393,278,1,心事 特别 重
394,278,2,脾气 特别 好
395,279,1,特别 把环保问题提了出来 。
396,280,1,他爱读书， 特别 是哲学方面的书 。
397,284,1,希望 工程
398,285,1,他长期生活在农村， 因此 非常了解农民 。
399,286,1,积极 的力量
400,286,2,调动一切 积极 因素 。
401,287,1,工作 积极
402,287,2,积极 进取
403,288,1,种子在 一定 的条件下才发芽
404,288,2,有 一定 的提高
405,289,1,一定 的社会形态反映 一定 的生产关系 。
406,290,1,律诗、绝句都有 一定 字数
407,290,2,结果怎样还不 一定 。
408,291,1,一定 要挽回不良影响
409,291,2,孩子回来就不高兴， 一定 是没有考好 。
410,292,1,得到 大家的认可
411,293,1,只要资金到手， 其他 问题都好解决 。
412,294,1,先把这个问题解决好， 其他 另作考虑 。
413,295,1,天安门坐落在北京市区 中心 。
414,296,1,文章的 中心
415,296,2,中心 内容
416,297,1,北城区是电子工业 中心 。
417,298,1,信息 中心
418,300,1,大楼 正在 建造
419,300,2,事态 正在 进一步发展 。
420,301,1,事实 根据
421,301,2,根据 不足
422,302,1,安排生活要 根据 量入为出的原则 。
423,303,1,根据 大家的发言可以得出以下结论 。
424,304,1,增长 见识
425,305,1,主席 团
426,305,2,大会执行 主席
427,306,1,国家 主席
428,306,2,民盟中央 主席
429,306,3,县工会 主席
430,307,1,这种药直接 作用 于肾脏
431,307,2,上层建筑也能反 作用 于经济基础 。
432,308,1,发挥 作用
433,308,2,带头 作用
434,309,1,催化 作用
435,309,2,化合 作用
436,310,1,只有 派个能干的人去，问题才能解决 。
437,311,1,环境 幽静
438,311,2,生态 环境
439,312,1,投资 环境
440,312,2,创造良好 环境
441,313,1,比赛 足球
442,314,1,参加 比赛
443,314,2,两场 比赛
444,315,1,方针 政策
445,315,2,改革开放的 政策
446,316,1,规定 收费标准
447,317,1,对税收问题作出了几项 规定 。
448,318,1,进一步 提高人民的生活水平
449,318,2,有了 进一步 的认识 。
450,319,1,你 出来 吧，我们晒晒太阳 。
451,320,1,晚会上，那位演员没 出来
452,320,2,旧矛盾解决了，又 出来 了新矛盾 。
453,321,1,我激动得心都要蹦 出来 了
454,321,2,把他叫 出来
455,322,1,新产品试制 出来 了
456,322,2,毛笔字到底练 出来 了
457,322,3,这把铁锹已经使 出来 了 。
458,323,1,我猜 出来 了
459,323,2,积极性焕发 出来 了 。
460,324,1,项目 繁多
461,324,2,比赛 项目
462,325,1,课题 项目
463,326,1,名额 增加 了
464,326,2,增加 收入
465,327,1,忘乎 所以
466,327,2,问其 所以
467,328,1,因为森林对人类非常有益， 所以 要认真保护 。
468,329,1,全校教师， 包括 退休教师都来参加这次选举 。
469,330,1,身体 支持 不住了
470,331,1,我 支持 你的意见
471,332,1,水平 仪
472,332,2,水平 方向
473,333,1,创一流 水平
474,334,1,安全 感
475,334,2,安全 施工
476,334,3,人身 安全
477,336,1,最 基本 的特征
478,336,2,基本 路线
479,337,1,最 基本 的成员
480,337,2,基本 力量
481,338,1,目的 基本 达到
482,338,2,基本 相同
483,339,1,取得 冠军
484,339,2,取得 谅解
485,342,1,连绵 不断
486,342,2,行人往来 不断
487,343,1,不断 变化
488,343,2,不断 努力
489,344,1,具有 中国特色
490,344,2,具有 戒备心理
491,345,1,当面 指出 缺点
492,346,1,是他 介绍 我们认识的 。
493,347,1,我给你 介绍 一本好书
494,347,2,他 介绍 我加盟
495,348,1,介绍 灾情
496,348,2,介绍 产品特点
497,349,1,思想 起往事，潸然泪下 。
498,350,1,不要有依赖 思想
499,351,1,思想 觉悟
500,353,1,最高权力 机构
501,353,2,成立专门 机构
502,353,3,精简 机构
503,355,1,为了公司的生存，我们要共同 努力
504,355,2,再努一把力
505,356,1,孩子们都在 努力 地学习 。
506,357,1,国家 所有
507,357,2,所有 权
508,358,1,罄其 所有
509,358,2,一无 所有
510,359,1,所有 的人
511,361,1,现代 科学
512,361,2,现代 文学
513,362,1,生存 条件
514,363,1,按 条件 录取
515,364,1,学校各方面 条件 都好
516,364,2,卫生 条件 太差
517,365,1,刚刚 过去 一辆班车 。
518,366,1,半年 过去 了，工作才走上正轨 。
519,367,1,最困难的时期已经 过去 了 。
520,368,1,还没送到医院，人就 过去 了 。
521,369,1,忘记 过去 就意味着背叛 。
522,370,1,保护 森林，人人有责
523,370,2,保护 视力
524,371,1,科技 水平
525,371,2,科技 界
526,372,1,这事该 怎么 办?
527,372,2,他 怎么 没来上课?
528,373,1,不知道 怎么 一来就病倒了 。
529,374,1,这块表 怎么 修也修不好
530,374,2,该 怎么 办就 怎么 办 。
531,375,1,这 怎么 行呢?
532,375,2,这场球输得 怎么 那么惨呢?
533,376,1,这里的情况，我不 怎么 了解
534,376,2,今天不 怎么 舒服
535,377,1,你 怎么 啦?
536,377,2,今天 怎么 了，那么多人迟到?
537,378,1,怎么 ，今年又没考上!
538,378,2,怎么 ，才几年的工夫，家乡变化这么大!
539,379,1,共同 的爱好
540,379,2,共同 纲领
541,380,1,共同 奋斗
542,381,1,坚持到 最后
543,381,2,最后 一排房子
544,382,1,经营 制造业
545,382,2,惨淡 经营
546,383,1,独自 经营 一个小杂货铺
547,383,2,三楼 经营 文具
548,384,1,处境 一样
549,385,1,飞 一样 地跑了
550,385,2,再也不过牛马 一样 的生活了 。
551,387,1,我们 单位 是市级精神文明标兵
552,387,2,一个大 单位 里有许多小 单位 。
553,388,1,语法 单位
554,388,2,词汇 单位
555,390,1,元旦和春节 之间
556,390,2,22℃和24℃ 之间 。
557,391,1,眨眼 之间
558,391,2,忽然 之间
559,392,1,数量 不可 少
560,392,2,不可 告人
561,393,1,这件事非做 不可
562,393,2,你非答应我 不可
563,394,1,防汛工作要确定专人 负责
564,394,2,做坏了，我 负责 赔偿 。
565,395,1,这是一个极其 负责 的人 。
566,396,1,彼此十分 了解
567,397,1,了解 一下市场行情 。
568,398,1,原子能 专家
569,398,2,专家 门诊
570,399,1,发动 群众
571,399,2,群众 路线
572,400,1,当领导的不要把自己混同于 群众 。
573,401,1,整党时要吸收 群众 参加 。
574,402,1,实施 9年义务教育制度
575,402,2,草拟 实施 方案
576,405,1,达到 目的
577,405,2,达到 小康水平
578,406,1,多 民族 国家
579,407,1,游牧 民族
580,408,1,形成 了自己的风格
581,408,2,好的风气正在 形成 。
582,409,1,财会 制度
583,409,2,请假 制度
584,411,1,采取 正确态度
585,411,2,采取 果断行 动
586,412,1,采取 血样
587,413,1,大胆 使用 人才
588,413,2,使用 体育器材
589,414,1,符合 实际
590,414,2,理论与 实际 相结合 。
591,415,1,实际 情况
592,415,2,实际 行 动
593,416,1,这个要求比较 实际 。
594,417,1,不过 七八里路
595,417,2,别多想，他 不过 说说罢了 。
596,418,1,这个人精明 不过
597,418,2,你能来，再好 不过 。
598,420,1,确有 十分 的把握
599,421,1,十分 赞成
600,421,2,十分 庄重
601,422,1,一周 之后
602,422,2,大厅 之后 才是饭厅 。
603,423,1,之后 ，他又来过两次 。
604,424,1,反对这事 儿 的， 不仅 他一人 。
605,425,1,不仅 嗓子好，扮相也好 。
606,427,1,做群众的小 学生
607,428,1,一直 向北走
608,429,1,一直 在看书
609,429,2,头 一直 很烫
610,430,1,从领导 一直 到群众都很重视 。
611,431,1,有说有笑，热闹 非常
612,431,2,非常 措施
613,432,1,非常 勇敢
614,432,2,非常 想念
615,433,1,中央 委员会
616,433,2,校务 委员会
617,434,1,国家语言文字工作 委员会 。
618,435,1,治丧 委员会
619,435,2,评审 委员会
620,436,1,天空 那么 蓝
621,436,2,个子有他 那么 高
622,436,3,这个字不能 那么 写 。
623,437,1,王老师有 那么 一屋子书
624,437,2,他才吃 那么 两三口饭 。
625,438,1,如果大家都同意， 那么 就这样做吧
626,438,2,都不愿当老师， 那么 我们的孩子让谁去教呢?
627,439,1,儿女 应该 赡养父母 。
628,440,1,这项任务 应该 能够完成 。
629,441,1,安全 措施
630,441,2,措施 得力
631,442,1,50岁 以上 的同志
632,442,2,三层 以上 的楼层
633,442,3,处级 以上 干部
634,443,1,以上 是我们单位的基本情况 。
635,446,1,这次发射 成功 了
636,447,1,成功 地发射了一颗通信卫星
637,447,2,稿子写得很 成功
638,448,1,轮船 经过 武汉到达上海 。
639,449,1,经过 了一年时间，才查清事实真相 。
640,450,1,经过 讨论，终于作出决定 。
641,451,1,请介绍一下手术的 经过 。
642,452,1,关于 污水处理的问题
643,452,2,关于 彗星的知识，人们比从前知道得多了 。
644,454,1,这样做， 对于 解决问题起不了多大作用 。
645,456,1,造成 严重后果
646,456,2,造成 被动局面
647,457,1,任何 困难也吓不倒我们
648,457,2,任何 人都不知道
649,458,1,头条 新闻
650,459,1,这件事成了一大 新闻 。
651,460,1,各种 情况
652,461,1,机关 干部
653,462,1,开 干部 会
654,462,2,局级 干部
655,463,1,充分 利用 人力资源 。
656,464,1,利用 矛盾，各个击破 。
657,465,1,指南针是我国的四大发明 之一 。
658,467,1,通过调整光照改变菊花 开放 时间 。
659,468,1,图书馆全天 开放
660,469,1,对外 开放 的城市
661,470,1,思想 开放
662,470,2,性格 开放
663,471,1,手头还有 一点儿 钱︱随便吃 一点儿 。
664,472,1,桌子高了 一点儿 ︱家里有 一点儿 冷 。
665,473,1,这水 一点儿 都不热
666,473,2,他 一点儿 也不懂
667,474,1,苹果树 结果 了
668,475,1,得金牌是勤学苦练的 结果
669,475,2,这次火灾的发生，正是麻痹大意的 结果 。
670,477,1,结果 了两个叛徒
671,478,1,各种粒子都在不停地 运动 。
672,480,1,运动 员
673,480,2,球类 运动
674,481,1,不能整天伏案，要多 运动 运动 。
675,482,1,五四 运动
676,482,2,政治 运动
677,483,1,送礼行贿， 运动 上层 。
678,484,1,交际 能力
679,485,1,局势 严重
680,485,2,严重 的干旱
681,485,3,遭到 严重 破坏
682,487,1,调查 研究
683,488,1,目前 存在 的主要问题
684,488,2,存在 着隐患
685,489,1,存在 决定意识
686,490,1,接受 礼物
687,490,2,接受 处罚
688,490,3,接受 合理化建议
689,491,1,神情 自然
690,491,2,文笔 自然 ，全无做作 。
691,492,1,回归 自然
692,493,1,自然 美
693,493,2,自然 免疫
694,494,1,听其 自然
695,495,1,最冷的季节 自然 是冬季 。
696,496,1,请大家再加把劲，确保完成任务， 自然 ，也要适当休息，别把身体累垮 。
697,497,1,他才十岁，还是个 孩子 。
698,498,1,他的几个 孩子 都很争气 。
699,499,1,发现异常情况要及时 报告
700,499,2,报告 大家一个好消息 。
701,500,1,这事要写份 报告
702,500,2,出具检验 报告
703,501,1,学术 报告
704,501,2,动员 报告
705,503,1,思想 稳定
706,503,2,血压 稳定
707,504,1,稳定 市场
708,504,2,稳定 人心
709,505,1,化学性质 稳定
710,506,1,生活 方式
711,506,2,提意见要考虑 方式 。
712,507,1,一切 权力归人民
713,507,2,战胜 一切 困难
714,508,1,你们的 一切 我都知道 。
715,509,1,和平 时期
716,509,2,热爱 和平
717,511,1,血液循环 系统
718,511,2,人员在 系统 内部调整 。
719,512,1,系统 介绍
720,512,2,学得很不 系统
721,513,1,夫妻 双方
722,513,2,矛盾 双方
723,514,1,轰炸的 目标
724,514,2,目标 消失了
725,515,1,目标 明确
726,515,2,向着预定的 目标 前进 。
727,516,1,实现 目的
728,516,2,有 目的 地进行
729,517,1,流动 资金
730,517,2,资金 充足
731,521,1,先生 贵姓?
732,522,1,她 先生 非常精明
733,523,1,老人病重，赶快去请 先生 吧!
734,524,1,账房 先生
735,525,1,算命 先生
736,525,2,风水 先生
737,526,1,脚扭伤了， 行动 不便 。
738,527,1,大家都 行动 起来了 。
739,528,1,他的这一 行动 很可疑 。
740,529,1,材料不 完全
741,530,1,这 完全 是诬蔑
742,531,1,厂长要抓 全面 ，不能“单打一” 。
743,532,1,全面 发展
744,532,2,总结写得很 全面
745,533,1,教育 事业
746,533,2,和平 事业
747,534,1,事业 单位
748,534,2,行政 事业 性收费
749,535,1,我 只是 听说，并没有看见 。
750,536,1,随你怎么批评，他 只是 不吭声 。
751,537,1,话没有错， 只是 态度生硬了点 儿 。
752,539,1,开展 全民健身活动 。
753,540,1,美术展览明日 开展 。
754,541,1,思想不大 开展
755,542,1,信息 灵通
756,543,1,信息 传输
757,543,2,网络 信息
758,544,1,建筑 规模
759,544,2,大 规模 开展城市建设 。
760,545,1,不知 所云
761,545,2,有所 不知
762,546,1,抓住 重点
763,546,2,重点 工程
764,547,1,重点 扶持
765,547,2,重点 介绍
766,549,1,发表 意见
767,549,2,公报已经 发表
768,551,1,总理 内务
769,551,2,总理 农业工作
770,554,1,自此 以后
771,554,2,建国 以后
772,554,3,50年 以后
773,555,1,小伙子心里虽然不高兴， 可是 脸上却依然笑嘻嘻的 。
774,556,1,这件事我 可是 一点 儿 办法都没有了!
775,557,1,军事 集团
776,557,2,国际贩毒 集团
777,558,1,北京建工 集团
778,558,2,报业 集团
779,559,1,坚持 不懈
780,559,2,天天 坚持 长跑
781,560,1,坚持 真理
782,560,2,坚持 原则
783,561,1,我 能够 完成这项任务 。
784,562,1,腿伤没有好，现在还不 能够 下地走路 。
785,563,1,这种药 能够 治肝炎 。
786,566,1,演出 结束
787,566,2,结束 战争状态
788,567,1,发展 过程
789,567,2,过程 复杂
790,568,1,这个道理， 甚至 三岁小孩也懂得 。
791,569,1,不认真学习就要落后、倒退， 甚至 犯错误 。
792,570,1,这个地方从前不但没有中学， 甚至 连小学都很少 。
793,571,1,操场南北长150米， 东西 宽100米 。
794,572,1,上街买 东西 去了
795,572,2,感情这 东西 ，也是可以培养的 。
796,573,1,看他那贼眉鼠眼的样子，准不是好 东西
797,573,2,这小 东西 ，是娘的心肝 儿 宝贝 。
798,574,1,强调 指出
799,574,2,反复 强调 这个问题 。
800,575,1,分别 主次
801,576,1,这件事由双方 分别 处理 。
802,577,1,两种意见没有太大的 分别 。
803,578,1,分别 对待
804,579,1,分别 多年，音信全无 。
805,580,1,责任 重大
806,581,1,追究 责任
807,582,1,准备 上场
808,582,2,准备 好一切条件
809,583,1,准备 去北京
810,583,2,准备 找他谈谈
811,586,1,体育界 产生 了许多世界冠军
812,586,2,一种奇妙的情感在他俩之间 产生 了 。
813,587,1,提高 艺术 欣赏水平 。
814,588,1,演唱 艺术
815,588,2,教学 艺术
