example_id,definition_id,example_sn,example_cn
61125,61105,1,他年纪轻轻却老气横秋｜别这么老气横秋的
61126,61106,1,课文他背得滚瓜烂熟｜这首诗我念得滚瓜烂熟
61127,61107,1,他是在滥竽充数｜我们不能滥竽充数
61128,61108,1,兄弟同室操戈真可悲｜避免同室操戈很重要
61129,61109,1,法院作出了刑事判决｜刑事判决已经生效
61130,61110,1,预展3天
61131,61111,1,这纯属异端邪说｜不要相信异端邪说
61132,61112,1,何首乌可以入药｜她买了些何首乌
61133,61113,1,关系不睦
61134,61114,1,这块田采用漫灌方式｜漫灌比较浪费水
61135,61115,1,县城曾两次被洪水漫灌。
61136,61116,1,敬奉神佛
61137,61117,1,敬奉薄礼
61138,61118,1,晨星寥落
61139,61119,1,深夜，独步在寥落的小街上。
61140,61120,1,这里的无霜期很长｜无霜期影响作物生长
61141,61121,1,装修行业的工价一般偏高。
61142,61122,1,一岁一枯荣｜枯荣相关
61143,61123,1,这座建筑的砖雕很精美｜他在学习砖雕技艺
61144,61124,1,今年进益不错｜没什么进益
61145,61125,1,学识大有进益
61146,61126,1,轻歌曼舞｜曼舞婆娑
61147,61127,1,他的病况好转了｜医生在询问病况
61148,61128,1,他买了新的画板｜画板是绘画必备的
61149,61129,1,这种动物昼伏夜出｜他习惯昼伏夜出
61150,61130,1,大棚内需要增温
61151,61131,1,米粒撒落一地｜小心别让豆子撒落
61152,61132,1,要遵守路规｜路规必须严格执行
61153,61133,1,顺着竖直的烟囱向上爬。
61154,61134,1,请把旗杆竖直｜竖直放置这个瓶子
61155,61135,1,自己不干，还在旁边说风凉话。
61156,61136,1,他得了肠梗阻｜肠梗阻需要手术
61157,61137,1,这种现象屡禁不绝｜赌博屡禁不绝
61158,61138,1,古代株连九族｜九族包括上下五代
61159,61139,1,海上掀起了怒涛
61160,61140,1,院子里种着夹竹桃｜夹竹桃有毒要小心
61161,61141,1,层林环抱
61162,61142,1,革命的同路人
61163,61143,1,路途遥远，找了个同路人作伴儿。
61164,61144,1,他陷入惨境｜我们应帮助在惨境中的人
61165,61145,1,佛前点着长明灯｜长明灯彻夜不熄
61166,61146,1,媒体对他口诛笔伐｜遭到全国口诛笔伐
61167,61147,1,被坏人暗害入狱
61168,61148,1,惨遭暗害
61169,61149,1,室内装修得很素净。
61170,61150,1,老人爱吃素净一点儿的菜。
61171,61151,1,这事已是箭在弦上｜箭在弦上不得不发
61172,61152,1,头悬梁，锥刺股｜悬梁自尽
61173,61153,1,查缺补漏
61174,61154,1,与其在敌寇铁蹄下苟活，不如奋起反抗。
61175,61155,1,道理讲得极浅近
61176,61156,1,出土了黑陶文物｜黑陶工艺很精湛
61177,61157,1,仁厚长者
61178,61158,1,他拉动了枪栓｜枪栓需要保养
61179,61159,1,我叔公很慈祥｜叔公来看我们了
61180,61160,1,他真是遭罪了｜别再让他遭罪了
61181,61161,1,端上四碟不同品种的腌菜。
61182,61162,1,妈妈在腌菜｜腌菜可以保存很久
61183,61163,1,切勿延宕，以免坐失良机。
61184,61164,1,他得了甲肝｜注意预防甲肝
61185,61165,1,航标灯指引方向｜他是我们的航标灯
61186,61166,1,公司陷入困局｜如何摆脱这个困局
61187,61167,1,承蒙赐教
61188,61168,1,他备受熬煎｜这种熬煎很难受
61189,61169,1,他不过是个白丁｜白丁也能有所作为
61190,61170,1,他患有白癜风｜白癜风需要治疗
61191,61171,1,出土的龟甲很珍贵｜龟甲上刻有文字
61192,61172,1,稻穗沉甸甸的｜金黄的稻穗迎风摆动
61193,61173,1,找门路求职｜为推销产品，他到处找门路。
61194,61174,1,加劲干
61195,61175,1,繁简得宜
61196,61176,1,一声炸雷惊醒了他｜炸雷声震耳欲聋
61197,61177,1,奥运专号｜散文专号
61198,61178,1,数学是主课之一｜要重视主课学习
61199,61179,1,他泰然处之｜面对困难要泰然处之
61200,61180,1,两国世代通好
61201,61181,1,绑匪虐杀人质
61202,61182,1,严禁虐杀野生动物。
61203,61183,1,他做这事轻车熟路｜轻车熟路很容易
61204,61184,1,效益工资提高了｜效益工资与业绩挂钩
61205,61185,1,一点儿上进心都没有，真不成器!
61206,61186,1,英国是君主国｜君主国有国王或女王
61207,61187,1,她小叔子很能干｜小叔子来帮忙了
61208,61188,1,群雄蜂起
61209,61189,1,他主张无为而治｜无为而治是道家思想
61210,61190,1,张挂着字画
61211,61191,1,集合站队
61212,61192,1,肆行屠戮
61213,61193,1,她回岳家了｜岳家人很热情
61214,61194,1,娘家陪送了一台彩电。
61215,61195,1,女儿出嫁时，没给太多的陪送。
61216,61196,1,由两名工作人员陪送他到医院就诊。
61217,61197,1,到了掌灯时分
61218,61198,1,掌灯细看
61219,61199,1,要缴纳遗产税｜遗产税率很高
61220,61200,1,电视台正在试播｜新频道开始试播
61221,61201,1,这个节目正在试播｜试播效果很好
61222,61202,1,这块地在试播新品种｜试播成功了
61223,61203,1,他们改天换地创奇迹｜要有改天换地的精神
61224,61204,1,请交验身份证｜需要交验护照
61225,61205,1,这些都是套语｜别总说套语
61226,61206,1,有的学校学习负担过重，致使一些学生厌学、逃学。
61227,61207,1,节假日期间本馆闭馆时间推迟两小时。
61228,61208,1,他把脸一沉，怒冲冲地走了出去。
61229,61209,1,他的群众关系不好。
61230,61210,1,我曾祖母很健康｜曾祖母今年九十岁了
61231,61211,1,河水上冻了
61232,61212,1,那时暗无天日｜暗无天日的旧社会
61233,61213,1,这个县份很富裕｜他来自偏远县份
61234,61214,1,孩子得了百日咳｜百日咳会传染
61235,61215,1,猎获5只野兔
61236,61216,1,炉膛需要清理｜炉膛火很旺
61237,61217,1,密切关注震情｜震情有所缓解
61238,61218,1,藤萝花开得很美｜院子里爬满藤萝
61239,61219,1,编绘旅游地图
61240,61220,1,这是优质的陶土｜陶土可制作陶器
61241,61221,1,他买了一卷彩卷｜彩卷已经用完了
61242,61222,1,他用竹板打拍子｜竹板声音很清脆
61243,61223,1,画面已被污损
61244,61224,1,三百六十行行行出状元｜他熟悉三百六十行
61245,61225,1,这个人自恃有才，锋芒毕露。
61246,61226,1,他办事没准头，靠不住。
61247,61227,1,牧草肥壮｜肥壮的牲口
61248,61228,1,我买了个新簿子｜在簿子上记笔记
61249,61229,1,咱们合照一张吧
61250,61230,1,拍张合照
61251,61231,1,期终考试快到了｜期终成绩很重要
61252,61232,1,犯人被带去过堂｜过堂时他很紧张
61253,61233,1,有人倒毙在路边｜饥荒中多人倒毙
61254,61234,1,他决定改换门庭｜改换门庭另谋高就
61255,61235,1,他想改换门庭光宗耀祖｜通过努力改换门庭
61256,61236,1,不许欺辱妇女
61257,61237,1,他在研究围棋棋谱｜这本棋谱很有用
61258,61238,1,他昨天伸腿走了｜老人终于伸腿了
61259,61239,1,哪里有利，他就往哪里伸腿。
61260,61240,1,小炉匠在修锅｜小炉匠手艺很好
61261,61241,1,大臣们觐见皇帝。｜他觐见国王时很紧张。
61262,61242,1,她用吸管喝果汁。｜吸管可以弯曲。
61263,61243,1,胡人擅长骑马射箭。｜唐朝有许多胡人商人。
61264,61244,1,我军摧枯拉朽般获胜。｜改革势力摧枯拉朽。
61265,61245,1,公司里少壮派很活跃。｜他是少壮派的代表。
61266,61246,1,工厂实行三班倒制度。｜护士需要三班倒。
61267,61247,1,他们老死不相往来。｜邻居老死不相往来。
61268,61248,1,哥哥没头没脑的批评，使他感到纳闷儿。
61269,61249,1,团队群龙无首很混乱。｜公司群龙无首。
61270,61250,1,明天我工休
61271,61251,1,利用工休植树造林。
61272,61252,1,利用工休10分钟开个碰头儿会。
61273,61253,1,纤尘不染
61274,61254,1,大难不死，必有后福｜子女都很孝顺，他真有后福。
61275,61255,1,宣明宗旨
61276,61256,1,她买了新下装。｜这条下装很合身。
61277,61257,1,演员正在下装。｜她下装后很轻松。
61278,61258,1,护士给她试表。｜试表显示发烧。
61279,61259,1,这本拓本很珍贵。｜他收藏拓本。
61280,61260,1,在往来应酬方面难以免俗。
61281,61261,1,大殿中央挂着一块“普度众生”的金匾。
61282,61262,1,面授机宜
61283,61263,1,他研究古书章句。｜章句分析很重要。
61284,61264,1,《楚辞章句》
61285,61265,1,茫茫雪野
61286,61266,1,蜉蝣生命很短暂。｜湖面有蜉蝣飞舞。
61287,61267,1,凄厉的哀号撼人心魄。
61288,61268,1,维生素C是水溶性。｜水溶性物质易吸收。
61289,61269,1,他心慈手软饶了贼。｜法官不能心慈手软。
61290,61270,1,这是公司的金科玉律。｜遵守金科玉律。
61291,61271,1,有言在先，谁也不许反悔。
61292,61272,1,经手术，脑颅内部的血块已经取出。
61293,61273,1,或然命题
61294,61274,1,洞里有钟乳石。｜钟乳石很美丽。
61295,61275,1,子公司已经自立门户，独立经营。
61296,61276,1,兄弟几个都自立门户了。
61297,61277,1,他很早就自立门户，创立了新流派。
61298,61278,1,这兔崽子真调皮。｜别理那兔崽子。
61299,61279,1,他想一步登天。｜成功不能一步登天。
61300,61280,1,黄热病通过蚊子传播。｜他得了黄热病。
61301,61281,1,他天生是个演员坯子。
61302,61282,1,砖坯子
61303,61283,1,印章坯子｜钢印坯子
61304,61284,1,盛情宴客
61305,61285,1,玻璃淬火后就变成钢化玻璃｜这剑还没有淬火
61306,61286,1,吃西瓜解暑
61307,61287,1,你穿多大尺码的鞋?
61308,61288,1,不能用一个尺码去衡量所有的事物。
61309,61289,1,猫在夜里叫春。｜叫春声音很吵。
61310,61290,1,词义泛化
61311,61291,1,这人居心叵测。｜提防居心叵测者。
61312,61292,1,他是今天的座上客。｜座上客受尊敬。
61313,61293,1,屋里暖烘烘的
61314,61294,1,他们卿卿我我很甜蜜。｜情侣卿卿我我。
61315,61295,1,北回归线穿过这里。｜太阳直射北回归线。
61316,61296,1,组合式健身器材
61317,61297,1,他埋头故纸堆。｜故纸堆里有宝贝。
61318,61298,1,转氨酶指标偏高。｜检查转氨酶水平。
61319,61299,1,不能乘人之危。｜他乘人之危获利。
61320,61300,1,烟花如天女散花。｜花瓣天女散花般飘落。
61321,61301,1,睁着眼睛说梦话
61322,61302,1,他晚上说梦话。｜说梦话吵醒别人。
61323,61303,1,他们狼狈为奸干坏事。｜官员狼狈为奸。
61324,61304,1,他对答如流。｜面试时对答如流。
61325,61305,1,她冷言冷语讽刺人。｜别理冷言冷语。
61326,61306,1,他若有所失地站着。｜分手后若有所失。
61327,61307,1,继电器控制电路。｜检查继电器状态。
61328,61308,1,他擅长吹管乐器。｜管乐器声音悠扬。
61329,61309,1,他喜欢趋炎附势。｜别趋炎附势。
61330,61310,1,他老成持重受尊敬。｜领导老成持重。
61331,61311,1,困兽哀嚎
61332,61312,1,他是本期擂主。｜擂主成功卫冕。
61333,61313,1,惊闻噩耗，不胜骇异
61334,61314,1,这张桌子松松垮垮的，都要散架了。
61335,61315,1,这个人干事一向松松垮垮。
61336,61316,1,歹徒龟缩在洞里
61337,61317,1,公司根深叶茂发展好。｜大树根深叶茂。
61338,61318,1,为人怯弱
61339,61319,1,题库里有大量试题。｜更新题库内容。
61340,61320,1,伏旱影响农作物。｜今年伏旱严重。
61341,61321,1,书中的数据都进行了勘定。
61342,61322,1,勘定了地下矿脉的走向。
61343,61323,1,他去厕所小解。｜小解后舒服多了。
61344,61324,1,他的精力完全凝集在这幅油画的创作上｜把大家的智慧凝集在一起。
61345,61325,1,实足年龄｜实足睡了8个小时。
61346,61326,1,他戴着红袖标。｜袖标显示身份。
61347,61327,1,吃了一顿烤鸭，真解馋。
61348,61328,1,战争的魔影
61349,61329,1,四处投医
61350,61330,1,诗兴正浓
61351,61331,1,顾主很满意服务。｜欢迎顾主光临。
61352,61332,1,水杉是珍稀树种。｜公园里有水杉。
61353,61333,1,恨不得亲手痛打一顿这个坏蛋才解恨。
61354,61334,1,北风一起，峡谷就成了风道｜炉子的风道需要清理。
61355,61335,1,他眼白有些发红。｜眼白需要保护。
61356,61336,1,山里有个茅棚。｜茅棚很简陋。
61357,61337,1,搭售残次商品
61358,61338,1,他顺访了老同学。｜出差时顺访客户。
61359,61339,1,飞渡天堑｜乱云飞渡
61360,61340,1,我的上辈中有3个人教书。
61361,61341,1,他们家上辈出过封疆大吏。
61362,61342,1,残阳如血
61363,61343,1,这片幼林需要护理。｜幼林长势良好。
61364,61344,1,加入填料改善性能。｜填料种类很多。
61365,61345,1,病人需要转诊。｜医院同意转诊。
61366,61346,1,海狸会筑坝。｜海狸皮毛珍贵。
61367,61347,1,亏欠税款
61368,61348,1,扳倒了那个作威作福的村长。
61369,61349,1,墙上有弹孔。｜弹孔显示激战。
61370,61350,1,粳稻米很好吃。｜种植粳稻。
61371,61351,1,事情难以逆料
61372,61352,1,他出现虚热症状。｜中医治疗虚热。
61373,61353,1,防范虚热的泡沫经济。
61374,61354,1,身世微贱
61375,61355,1,医生给病人输氧。｜输氧缓解缺氧。
61376,61356,1,月半是农历十五。｜月半月亮圆。
61377,61357,1,她做文员工作。｜文员处理文件。
61378,61358,1,远海海域
61379,61359,1,她打扮太招风。｜别做招风的事。
61380,61360,1,他瞳仁很黑。｜瞳仁放大。
61381,61361,1,此书穿凿之处比比皆是｜穿凿附会
61382,61362,1,穿凿隧道
61383,61363,1,故事里有神怪。｜神怪传说有趣。
61384,61364,1,思乡厌战
61385,61365,1,土地瘠薄
61386,61366,1,叶脉清晰可见。｜观察叶脉结构。
61387,61367,1,掌声山响。｜炮声山响。
61388,61368,1,怜恤老弱病残
61389,61369,1,这饭有点儿夹生
61390,61370,1,他缺课较多，功课都是夹生的。
61391,61371,1,别动队执行任务。｜派出别动队。
61392,61372,1,山药蛋可以煮着吃。｜买些山药蛋。
61393,61373,1,海军护渔行动。｜护渔保护资源。
61394,61374,1,他在驾校学车。｜驾校考试严格。
61395,61375,1,啤酒花用于酿酒。｜种植啤酒花。
61396,61376,1,城墙崩裂
61397,61377,1,他向老师告假。｜告假一天。
61398,61378,1,摒除私心干扰
61399,61379,1,他腿肚子抽筋。｜按摩腿肚子。
61400,61380,1,他画西洋画。｜西洋画技巧高。
61401,61381,1,孩子们踢毽子。｜毽子飞得很高。
61402,61382,1,隆胸束腰
61403,61383,1,腰间系着约四指宽的束腰。
61404,61384,1,束腰宽摆长裙｜束腰花瓶
61405,61385,1,他付了酒钱。｜酒钱不贵。
61406,61386,1,他给了伙计酒钱。｜酒钱是小费。
61407,61387,1,穆斯林过宰牲节。｜宰牲节很隆重。
61408,61388,1,成绩差不离。｜时间差不离。
61409,61389,1,他每天做俯卧撑。｜俯卧撑锻炼身体。
61410,61390,1,一声轰响，楼体迸裂。
61411,61391,1,红血球携带氧气。｜检查红血球数量。
61412,61392,1,工作中要肯定成绩，也要敢于揭短。
61413,61393,1,礼拜日去教堂。｜礼拜日休息。
61414,61394,1,鱼肉肥嫩可口。｜肥嫩的羊肉。
61415,61395,1,映山红开了。｜山上有映山红。
61416,61396,1,这种事实在让人耻于述说。
61417,61397,1,她睡前卸妆。｜卸妆后洗脸。
61418,61398,1,不能听信谗言
61419,61399,1,庄稼疯长不好。｜植物疯长。
61420,61400,1,风流情种
61421,61401,1,秧田里育稻秧。｜管理秧田。
61422,61402,1,他是位鳏夫。｜鳏夫独自生活。
61423,61403,1,他有余钱储蓄。｜余钱不多。
61424,61404,1,下战表
61425,61405,1,琼脂用于做果冻。｜琼脂是培养基。
61426,61406,1,倾囊助人｜倾囊而出
61427,61407,1,她突然晕厥。｜晕厥需要急救。
61428,61408,1,鱼类会洄游。｜研究洄游规律。
61429,61409,1,喜讯一宣布，整个大礼堂一片喧腾。
61430,61410,1,腰果很好吃。｜买些腰果。
61431,61411,1,每段开头留两个空格。
61432,61412,1,明矾可以净水。｜使用明矾。
61433,61413,1,轧辊轧制钢材。｜更换轧辊。
61434,61414,1,调幅用于广播。｜学习调幅技术。
61435,61415,1,水价上调的调幅不大。
61436,61416,1,旅游胜境
61437,61417,1,渐入胜境
61438,61418,1,佐餐佳品
61439,61419,1,老人会测字。｜测字算命。
61440,61420,1,道路拥塞严重。｜解决拥塞问题。
61441,61421,1,内心存有积郁
61442,61422,1,积郁已久
61443,61423,1,他是著名拳师。｜拳师教拳法。
61444,61424,1,瓜片茶很香。｜品尝瓜片。
61445,61425,1,英汉对译软件｜当场对译
61446,61426,1,温煦的春风
61447,61427,1,温煦的微笑
61448,61428,1,水警巡逻河道。｜水警维护安全。
61449,61429,1,会议开支约计5万元。
61450,61430,1,静如处子，动如脱兔。
61451,61431,1,警方严厉打击倒票行为｜他因倒票被拘留
61452,61432,1,敌军已是强弩之末｜这支球队现在成了强弩之末
61453,61433,1,他们这样做，真不成体统。
61454,61434,1,严于律己，宽以待人。
61455,61435,1,不要脱离实际去侈谈什么高消费。
61456,61436,1,他的种种侈谈，不值一驳。
61457,61437,1,这款产品靠名人效应热销｜名人效应带动了销量
61458,61438,1,他们总是儿女情长｜不要太过儿女情长
61459,61439,1,领导知人善任｜他知人善任深受爱戴
61460,61440,1,他抱残守缺不愿改变｜抱残守缺会被淘汰
61461,61441,1,雾里看花看不真切｜这事就像雾里看花
61462,61442,1,发怒的大象在森林里奔突。
61463,61443,1,他收藏古代铜币｜这枚铜币很珍贵
61464,61444,1,屯垦养兵｜养兵千日，用兵一时。
61465,61445,1,抛撒融雪剂｜防止运土车沿街抛撒泥土
61466,61446,1,他有些晚熟，心理年龄还很小。
61467,61447,1,抽穗早，但晚熟｜晚熟品种
61468,61448,1,这枚铜元是清末的｜铜元俗称铜板
61469,61449,1,文字艰深古奥
61470,61450,1,残枝败叶
61471,61451,1,敬请教正
61472,61452,1,工厂决定改产｜公司改产新产品
61473,61453,1,处世恭谨
61474,61454,1,拆洗被褥
61475,61455,1,文件上盖了钢印｜钢印使文字凸起
61476,61456,1,证件上有钢印痕迹｜钢印痕迹很清晰
61477,61457,1,金属上有钢印｜钢印标记很牢固
61478,61458,1,屋里墨黑一片｜他对这事墨黑不知
61479,61459,1,喷嘴需要清洁｜水流从喷嘴喷出
61480,61460,1,山上有多座寺观｜寺观香火很旺
61481,61461,1,烟云渺渺｜青山渺渺
61482,61462,1,西风渺渺｜渺渺之身
61483,61463,1,牧民正在套马｜套马需要技巧
61484,61464,1,这部系列剧很受欢迎｜系列剧角色固定
61485,61465,1,缠足是封建陋习｜古代女子要缠足
61486,61466,1,沙滩上有蚌壳｜蚌壳可以做工艺品
61487,61467,1,他用刻刀雕刻｜刻刀很锋利
61488,61468,1,水加热后会汽化｜液体汽化需要热量
61489,61469,1,教官喊稍息｜士兵立即稍息
61490,61470,1,五四精神使人摆脱了奴性思维。
61491,61471,1,狂饮伤肝，暴食伤胃。
61492,61472,1,谣言流布｜流布甚广
61493,61473,1,汉语词序很重要｜词序改变意思不同
61494,61474,1,床上铺着毡子｜毡子很保暖
61495,61475,1,为他们请功
61496,61476,1,清浊分明
61497,61477,1,他清浊分明｜要分清清浊
61498,61478,1,语音分清浊｜清浊音区别大
61499,61479,1,我在食堂搭伙｜孩子中午在同学家搭伙
61500,61480,1,搭伙做生意
61501,61481,1,裁剪十分合度｜言行合度
61502,61482,1,地上落满松针｜松针可以泡茶
61503,61483,1,这胖墩儿真可爱｜小胖墩儿跑得慢
61504,61484,1,娇声细语
61505,61485,1,提灌设备
61506,61486,1,孩子挑食对健康不利。
61507,61487,1,来函迟复，诚望见谅。
61508,61488,1,要清理文化垃圾｜文化垃圾害人不浅
61509,61489,1,顿生恶念
61510,61490,1,技艺高超，令人称羡。
61511,61491,1,这理论曲高和寡｜他的作品曲高和寡
61512,61492,1,我寄了挂号信｜挂号信更安全
61513,61493,1,池塘里有蓝藻｜蓝藻会污染水质
61514,61494,1,幽门连接胃和肠｜幽门需要保护
61515,61495,1,他气得怒发冲冠｜听到消息他怒发冲冠
61516,61496,1,凝眸远眺｜凝眸良久
61517,61497,1,他们手足之情很深｜珍惜手足之情
61518,61498,1,杂技演员倒悬表演｜猴子倒悬在树上
61519,61499,1,百姓生活如倒悬｜国家处于倒悬之际
61520,61500,1,古代神话是中国文学的滥觞。
61521,61501,1,中国诗歌大抵滥觞于殷周。
61522,61502,1,煤矿要洗煤｜洗煤提高煤质
61523,61503,1,这计策一箭双雕｜他做事一箭双雕
61524,61504,1,这幅画作屡经品题，很有价值。
61525,61505,1,西湖胜境，古今文人的品题随处可见。
61526,61506,1,他坚决拒贿｜官员应当拒贿
61527,61507,1,船老大经验丰富｜船老大掌舵很稳
61528,61508,1,黄杨木适合雕刻｜院里种着黄杨
61529,61509,1,这座宅第很气派｜古代官员有宅第
61530,61510,1,他乐极生悲｜别高兴太早乐极生悲
61531,61511,1,他坐卧不安｜消息让他坐卧不安
61532,61512,1,社队企业效益好｜社队企业曾很普遍
61533,61513,1,依此类推就能明白｜后面数字依此类推
61534,61514,1,马齿苋可以凉拌｜马齿苋是种野菜
61535,61515,1,请问尊姓大名?
61536,61516,1,比赛现场龙争虎斗｜商界龙争虎斗
61537,61517,1,我们实行间接选举｜间接选举更复杂
61538,61518,1,工厂采用流水作业｜流水作业效率高
61539,61519,1,这里是一马平川｜一马平川好奔驰
61540,61520,1,精诚所至，金石为开。
61541,61521,1,老人耳聪目明｜他耳聪目明反应快
61542,61522,1,他顺服地点头｜孩子很顺服
61543,61523,1,文章需要删减｜他删减了部分内容
61544,61524,1,孩子快工作了，这回可就有盼头了!
61545,61525,1,那人是个色鬼｜色鬼令人厌恶
61546,61526,1,波的振幅很大｜振幅影响声音大小
61547,61527,1,竹节很分明｜竹子有竹节
61548,61528,1,焦煤用于炼钢｜焦煤质量要好
61549,61529,1,飞蝗危害庄稼｜飞蝗成群迁徙
61550,61530,1,主人下逐客令｜他被迫下逐客令
61551,61531,1,告慰列祖列宗｜要对得起列祖列宗
61552,61532,1,两国成为交战国｜交战国宣布停火
61553,61533,1,曾在师范大学肄业两年｜大学肄业｜肄业证书
61554,61534,1,他总爱拆台｜不要互相拆台
61555,61535,1,她织的壮锦很美｜壮锦色彩艳丽
61556,61536,1,晕车可以服人丹｜人丹能缓解中暑
61557,61537,1,他很有辩才｜辩才令人佩服
61558,61538,1,这么晚了，你嚷叫什么!
61559,61539,1,地上钉着桩子｜用桩子固定帐篷
61560,61540,1,兵舰在海上巡逻｜新型兵舰很先进
61561,61541,1,怀念亡友｜他是我的亡友
61562,61542,1,我内弟来了｜内弟很年轻
61563,61543,1,凌霄花开了｜墙上爬满凌霄
61564,61544,1,战鹰凌霄｜凌霄宝殿
61565,61545,1,把箱子编上号头
61566,61546,1,英语听写练习｜学生听写生字
61567,61547,1,店里卖各种干货｜干货容易保存
61568,61548,1,她戴着网子｜用网子捕鱼
61569,61549,1,大家都要守约，不能违反。
61570,61550,1,这首曲牌很好听｜熟悉各种曲牌
61571,61551,1,南戏影响很大｜研究南戏历史
61572,61552,1,阳光透过窗子斜射进来。
61573,61553,1,子弹斜射过去
61574,61554,1,商请专家来校作科普讲座。
61575,61555,1,主根很深｜主根支撑植物
61576,61556,1,修建涵闸防洪｜涵闸需要维护
61577,61557,1,骑楼下可避雨｜老街多有骑楼
61578,61558,1,骑楼伸出人行道｜骑楼设计独特
61579,61559,1,买卖诚信，从不宰人。
61580,61560,1,临阵反戈
61581,61561,1,皮肤洁白滑嫩
61582,61562,1,向左偏移两厘米，卯榫便可相接。
61583,61563,1,他是级任老师｜级任责任重大
61584,61564,1,殿试由皇帝主持｜通过殿试中进士
61585,61565,1,前来观览的游客络绎不绝。
61586,61566,1,暑天要多喝水｜暑天气温很高
61587,61567,1,想到当日情景，犹自激动不已。
61588,61568,1,用电灌浇地｜电灌节省人力
61589,61569,1,侦察兵匍匐蛇行｜车队在山路上蛇行。
61590,61570,1,比赛到了赛点｜他拿到了赛点
61591,61571,1,这次市运会有5所高校作赛点。
61592,61572,1,地亩需要测量｜他家地亩很多
61593,61573,1,他擅长画墨竹｜这幅墨竹很传神
61594,61574,1,园里种着墨竹｜墨竹叶子细长
61595,61575,1,处事机巧
61596,61576,1,罗织罪名陷害好人。
61597,61577,1,经考核合格晋职
61598,61578,1,清理粪坑｜粪坑气味难闻
61599,61579,1,粪坑要定期清理｜小心掉进粪坑
61600,61580,1,许下誓愿
61601,61581,1,豆面可以做饼｜豆面营养丰富
61602,61582,1,这孩子一出娘胎，哭声可大了｜他这块斑是娘胎里带来的。
61603,61583,1,这是我的小照｜小照拍得不错
61604,61584,1,茭白炒肉很香｜茭白是常见蔬菜
61605,61585,1,童男童女参加仪式｜这群童男很活泼
61606,61586,1,要求必须是童男｜童女配童男
61607,61587,1,温开水吞服
61608,61588,1,萧索的寒秋，百花凋零。
61609,61589,1,莫可言状｜不堪言状
61610,61590,1,叩拜祖宗｜叩拜老师
61611,61591,1,夜阑人静
61612,61592,1,他平安回还｜盼望早日回还
61613,61593,1,星沉河汉
61614,61594,1,手段野蛮横暴｜骄奢横暴
61615,61595,1,坯布需要印染｜这批坯布质量好
61616,61596,1,接种牛痘防天花｜牛痘疫苗很有效
61617,61597,1,接种牛痘能预防天花。｜牛痘是一种牛的传染病。
61618,61598,1,内耳负责听觉和平衡。｜内耳疾病会影响听力。
61619,61599,1,老师正在判分。｜裁判开始判分。
61620,61600,1,京剧《三岔口》是一出武戏。
61621,61601,1,男方送了丰厚聘礼。｜聘礼是传统婚俗。
61622,61602,1,公司送上聘礼邀请他。｜这份聘礼表示诚意。
61623,61603,1,不能凭长官意志办事。
61624,61604,1,坐吃山空终会贫穷。｜不能坐吃山空。
61625,61605,1,量体裁衣更合身。｜办事要量体裁衣。
