definition_id,example_sn,example_cn,example_en,example_img
4049511,1,"他没有跟别人打招呼,一径走进屋里。",He went straight into the room without so much as to greet anyone.,
4049512,1,她一径在微笑,She always has a smile on her face.,
4049512,2,他一径是做教师的。,He has always worked as a teacher.,
4049611,1,"不能沾沾自喜于一得之功,一孔之见。",Don't feel so self-satisfied over a minor success or a narrow view.,
4049711,1,"这是我的一得之愚,供你参考。","This is my humble opinion, for your reference only.",
4049711,2,see【千虑一得】,qiān lǜ yī dé,
4049811,1,一心为公。,serve the public wholeheartedly or heart and soul,
4049812,1,万众一心,The people of the whole country are united as one.,
4049812,2,全国一心。,The whole country is of one mind.,
4050211,1,一总要二十个人才够分配,"Altogether, 20 people will be enough for disposition.",
4050211,2,"钱请你再垫一下,过后一总算吧。",Please pay the money for me. We'll settle our accounts altogether later.,
4050212,1,这些工作一总交给我们小组去完成。,Give all this work to our group.,
4050311,1,"一息尚存,决不懈怠。",I'll never relax my efforts as long as I live.,
4050511,1,"任何事物都是不断发展的,不是一成不变的。","All matters develop continuously, and nothing is immutable.",
4050611,1,留一手。,hold back (or retain) one or two tricks,
4050612,1,你可不能跟我来这一手。,Don't play the trick on me.,
4050613,1,一手造成,of one's own doing,
4050613,2,一手包办。,keep everything in one's own hands; take everything on oneself,
4051011,1,"咱们搭伙干,你也算上一把手。","Let's pool our efforts, and you're counted in.",
4051012,1,"要说干活ㄦ,他可真是一把手。",He is really a good hand at work.,
4051012,2,also一把好手,yī bǎ hǎo shǒu,
4051511,1,一揽子计划(总的计划),package plan (overall plan),
4051511,2,一揽子建议(或者全部接受或者全部拒绝的建议)。,recommendation package; package deal (to be either totally accepted or totally rejected),
4051611,1,占有,possess,
4051711,1,"管中窥豹,可见一斑。",Look at one spot on a leopard through a bamboo tube and you can visualize the whole animal. (fig.) conjure up the whole thing through seeing a part of it,
4051711,2,see【管中窥豹】,guǎn zhōng kuī bào,
4051811,1,整修一新。,take on a new look after renovation,
4051911,1,站在一旁看热闹。,stand by watching the fun,
4052011,1,一无所获,achieve nothing; get nothing,
4052011,2,一无所知,know nothing about; not have the least inkling of; be absolutely ignorant of; be completely in the dark,
4052011,3,一无所有。,not own a thing in the world; not have a thing to one's name,
4052211,1,不要把人说得一无是处。,Don't make him out to be without a saving grace.,
4052411,1,无一日之雅。,not have the pleasure of knowing sb.,
4052611,1,今天一早他就下乡去了。,He went to the countryside early this morning.,
4052612,1,"这是他现在的表现呢,还是一早就如此呢?",Has he always behaved like this or differently before?,
4052711,1,此一时彼一时,Times have changed.,
4052711,2,一时无出其右。,For some time nobody could outshine him.,
4052712,1,一时半刻,a short time; a short while,
4052712,2,一时还用不着,not needed for the time being,
4052712,3,这是一时的和表面的现象。,This is a transient and superficial phenomenon.,
4052713,1,一时想不起他是谁,(I) can't recall who he is for the moment.,
4052713,2,"一时高兴,写了两首诗。",(I) happened to be in a good mood and wrote two poems.,
4052714,1,"高原上气候变化大,一时晴,一时雨,一时冷,一时热。","The climate on the highland is changeable:it's now clear and now rainy, now cold and now hot.",
4052811,1,我一时一刻也不能忘记这个教训。,I shall never forget this lesson.,
4052911,1,"窗外有个人影,一晃ㄦ就不见了。","A figure flashed past the window, and disappeared in no time.",
4052921,1,"一晃就是五年,孩子都长这么大了。","Five years passed in a flash, and the children have grown up.",
4053111,1,"麦浪翻滚,一望无际。",The fields of wheat billowing like waves stretch as far as the eye can see.,
4053311,1,非一朝一夕之功。,not the work of a single day,
4053511,1,"众擎易举,一木难支。",With many people it's easy to lift a load; one person cannot do it alone.,
4053911,1,十几辆汽车排成一条龙。,A dozen trucks stood in a long line.,
4053912,1,产运销一条龙。,"integrate production, transportation and marketing in a streamlined fashion",
4054011,1,"两家住在一个院子里,一来二去地孩子们也都熟了。","The two families live in the same courtyard, and over time the children got to know one another quite well.",
4054411,1,过期一概作废。,become invalid after the specified date without exception,
4054511,1,不能一概而论。,not to be lumped together; not to be mentioned in the same breath,
4054711,1,发给一次性补助金,subsidy in one lump sum grant,
4054711,2,对某些滞销商品作一次性削价处理。,dispose some unmarketable commodities at a just-for-once discounted price,
4055111,1,一气ㄦ跑了五里地。,run five li at a stretch,
4055112,1,串通一气,gang up; collaborate,
4055112,2,他们通同一气。,They act in collusion.,
4055113,1,瞎闹一气,raise hell; kick up a row,
4055113,2,乱说一气。,talk nonsense,
4055711,1,"他挑着一挑ㄦ水,一溜歪斜地从河边走上来。","He staggered up the slope from the river, carrying two buckets of water on a shoulder pole.",
4055811,1,"他说了一声再会,就骑上车,一溜烟地向东去了。","After saying goodbye, he got on his bicycle and streaked off eastward.",
4055911,1,他一溜风地从山上跑下来。,He runs down the hill like a gust of wind.,
4056511,1,他是一百一的好人,He is a perfect gentleman.,
4056511,2,他侍候病人可说是一百一。,He attends to the patients with the best of care.,
4056711,1,全国一盘棋,consider the overall situation of the whole country,
4056711,2,一盘棋观点。,overall viewpoint,
4057011,1,"就在这一瞥之间,我已看出他那激动的心情。",At a quick glance I noticed his agitation.,
4057012,1,边城市场一瞥。,A Glimpse of a Border-Town Market,
4057111,1,"火箭飞行,一瞬千里。",The rocket flies one thousand li in a flash.,
4057511,1,"我母亲来住了一程子,昨天刚走。",My mother was here with us for a number of days. She left only yesterday.,
4057611,1,指工农业不发达,referring to underdeveloped industry and agriculture,
4057611,2,指文化科学水平不高,bai,
4057711,1,销售一空,be sold out,
4057711,2,抢劫一空。,be robbed of everything one has,
4058011,1,此其一端。,This is one aspect of the matter.,
4058611,1,略逊一筹,be slightly inferior,
4058611,2,他的思维能力比一般人高出一筹。,His thinking ability is better than that of ordinary people.,
4059011,1,一系列问题,a whole series of questions,
4059011,2,引起了一系列变化,bring about a number of changes,
4059011,3,采取了一系列措施。,have taken a series of measures,
4059311,1,深入车间慰问一线工人。,go to the workshops and extend solicitude to the workers at the forefront of production,
4059312,1,深入车间慰问一线工人。,go to the workshops and extend solicitude to the workers at the forefront of production,
4059313,1,一线阳光,a ray of sunlight,
4059313,2,一线光明,a ray (or gleam) of light,
4059313,3,一线希望,a gleam of hope,
4059313,4,一线生机。,a slim chance of survival,
4059411,1,"一经解释,就恍然大悟。",He sees the light as soon as an explanation is made.,
4059511,1,一统天下。,unify the whole country,
4059811,1,助你一臂之力。,lend you a hand,
4060011,1,水天一色。,The waters and the sky blend in the same colour.,
4060012,1,一色的大瓦房,brick-and-tile houses of a uniform style,
4060012,2,一色的江西瓷器。,porcelain ware of the same style from Jiangxi,
4060311,1,参观团一行十二人已于昨日起程。,A 12-member visiting group left yesterday.,
4061011,1,《北京名胜古迹一览》。,A Guide to the Historical Sites and Scenic Spots of Beijing,
4061111,1,行车时间一览表。,(train or bus) timetable,
4061211,1,矛盾一触即发。,A conflict may break out at any moment.,
4061311,1,"敌军士气涣散,一触即溃。",The enemy was demoralized and collapsed at the first encounter.,
4061611,1,箭靶,target,
4061611,2,〈比喻fig.〉关键,key; crucial point,
4062211,1,一身是劲,feel vigorous all over the body,
4062211,2,一身是胆。,one's whole body is all pluck — know no fear; be absolutely fearless,
4062212,1,一身工作服。,a suit of work clothes,
4062213,1,独自一身,solitary; all alone,
4062213,2,一身二任。,hold two posts at the same time,
4062611,1,一连下了三天雨,It rained for three days running.,
4062611,2,今天一连运到了四五批货。,Today four or five batches of goods have arrived in succession.,
4062711,1,一连串的胜利,a string of victories,
4062711,2,一连串的打击。,a series of blows,
4062911,1,胡扯一通,shoot (the) bull,
4062911,2,他和我吵过一通,He quarrelled with me once.,
4062911,3,这一通打真不轻。,The beating this time was not light.,
4063011,1,一道走,go together,
4063011,2,一道工作。,work together,
4063311,1,把这伙贩毒分子来个一锅端,Wipe out this gang of drug traffickers completely.,
4063311,2,"各种各样的意见,一锅端地往外倒。",Various opinions are pouring out without reservation.,
4063411,1,乱成一锅粥。,in a mess; in utter confusion,
4063711,1,他一门心思搞技术革新,He throws himself wholeheartedly into technological innovation.,
4063711,2,老汉在一门心思地磨着镰刀。,The old man is sharpening his sickle with great concentration.,
4063811,1,一阵掌声,a burst of applause,
4063811,2,一阵狂风,a violent gust of wind; a blast (of wind),
4063811,3,说一阵笑一阵。,"now talking, now laughing;",
4063811,4,also一阵子,yīzhèn·zi,
4063911,1,同学们一阵风地冲了上来。,The students rushed forth like a whirlwind.,
4063912,1,"搞科学实验,不能一阵风。",Making scientific experiments must not be a transient thing.,
4064011,1,一隅之地,very small area,
4064011,2,偏安一隅。,be content to exercise sovereignty over only part of the country,
4064012,1,一隅之见。,very narrow or limited view,
4064211,1,一霎间,in a flash,
4064211,2,一霎时,quick as flash,
4064211,3,就一霎工夫。,just a moment,
4064311,1,缎子一面光一面毛,Satin is lustrous on one side and dull on the other.,
4064311,2,这房子朝北的一面只开了一个小窗。,The house has only a small window on the north side.,
4064312,1,一面倒,lean to one side,
4064312,2,一面之词,statement of only one of the parties,
4064312,3,独当一面。,assume responsibility for a certain task or field of work,
4064313,1,"说着话,一面朝窗户外面看。","So saying, he looked out of the window.",
4064313,2,连用,[used consecutively],
4064313,3,"一面走,一面唱。",singing while walking,
4064314,1,一面之识,have met once,
4064314,2,未尝一面。,have never met before,
4064711,1,"翻过山岗,就是一马平川了。",After crossing the ridge there is a wide expanse of flat land.,
4065311,1,队伍一齐出动,The troops are going into action simultaneously.,
4065311,2,全场一齐鼓掌,The audience started clapping in unison.,
4065311,3,人和行李一齐到了。,The luggage arrived at the same time as the passengers.,
4065411,1,玉佩丁东。,tinkling of jade ornaments;,
4065411,2,also丁冬,dīngdōng,
4066311,1,环佩丁当,tinkling of jade ornaments,
4066311,2,铁马丁当,tinkling of metal chimes hanging from the eaves of pagodas and temples,
4066311,3,碟子碗碰得丁丁当当的。,Dishes and bowls clinked against each other.,
4066311,4,also叮当,dīngdāng,
4066811,1,铜铃丁零丁零地响。,The copper bell is ringing.,
4067411,1,"七十二行,行行出状元。",You can excel no matter what job you do.,
4068111,1,七窍流血。,bleed from every orifice,
4068411,1,"别看他七老八十的,身体硬朗着呢。",He looks hale and hearty despite his old age.,
4068711,1,万万想不到,have never imagined that ...,
4068711,2,万万不可粗心大意。,On no account shall (we) be careless.,
4068712,1,万万想不到,have never imagined that ...,
4068712,2,万万不可粗心大意。,On no account shall (we) be careless.,
4068811,1,光芒万丈,shine in full splendour,
4068811,2,气焰万丈,overweening insolence,
4068811,3,万丈高楼,towering building,
4068811,4,万丈深渊。,abyss,
4068911,1,"万不得已,才出此下策。",have no choice but to take a stupid step,
4069011,1,千秋万世,eternity,
4069011,2,万世师表,model for posterity,
4069011,3,万世不朽。,immortal,
4069111,1,万事大吉(一切事情都很圆满顺利),All's well and propitious.,
4069111,2,万事亨通(一切事情都很顺利),Everything goes without a hitch.,
4069111,3,万事不求人。,be self-independent; never turn to anybody for help,
4069411,1,万代传扬,carried forward through the ages,
4069411,2,千秋万代。,eternity,
4069511,1,万众欢腾,millions rejoice,
4069511,2,万众一心。,(of a nation) united as one; of one heart and one mind,
4069811,1,万全之策,foolproof strategy,
4069811,2,计出万全。,work out a perfect plan,
4070011,1,万千的科学家。,numerous scientists,
4070012,1,变化万千,constant changes,
4070012,2,气象万千,kaleidoscopic scene,
4070012,3,思绪万千。,myriads of thoughts come to mind,
4070411,1,万国博览会。,world exposition,
4070711,1,遗臭万年。,be consigned to an eternity of notoriety,
4070911,1,"损失点ㄦ东西是小事,人没有压坏,总算万幸。",How lucky everyone survived the crash! The loss of a few things was nothing in comparison.,
4071111,1,万恶不赦。,iniquitous; be vicious beyond redemption,
4071311,1,仪态万方。,be graceful in a bewitching way,
4071312,1,仪态万方。,be graceful in a bewitching way,
4071611,1,日理万机。,attend to numerous state affairs on a daily basis,
4071711,1,罪该万死,be so guilty as to deserve ten thousand deaths,
4071711,2,万死不辞。,willing to risk a thousand deaths (for a noble cause),
4071811,1,万民涂炭(形容广大老百姓陷入极端困苦的境地),entire population in dire misery,
4071811,2,万民欢呼。,The entire nation rejoices.,
4072111,1,危险万状,hang by a thread; extremely dangerous,
4072111,2,惊恐万状,utterly frightened,
4072111,3,痛苦万状,in excruciating pain,
4072111,4,狼狈万状。,be utterly flustered,
4072411,1,感慨万端,a turmoil of feelings wells up in one's mind,
4072411,2,变化万端,kaleidoscopic changes,
4072411,3,思绪万端。,overwhelmed by a swamp of thoughts,
4072511,1,从孔穴里发出的声音,sound from a hole,
4072511,2,万籁俱寂。,All is quiet in this part of the world.,
4072811,1,金钱不是万能的。,Money cannot always make the mare go.,
4072812,1,万能胶,all-purpose glue,
4072812,2,万能机床。,universal machine tool,
4072911,1,万般无奈(没有一点办法)。,have no alternative; have no choice,
4072912,1,万般无奈(没有一点办法)。,have no alternative; have no choice,
4073111,1,万象更新,Everything has taken on a new look.,
4073111,2,万象回春,Nature awakes with spring setting in.,
4073111,3,包罗万象。,all-encapsulating,
4073211,1,万贯家财,be extremely wealthy,
4073211,2,腰缠万贯。,be a millionaire,
4073411,1,万难照办,absolutely cannot do what one is told to do,
4073411,2,万难挽回。,utterly irretrievable,
4073412,1,排除万难。,surmount all difficulties,
4073511,1,碧波万顷,vast expanse of water,
4073511,2,良田万顷。,boundless fertile land,
4073611,1,哑,mute,
4073911,1,丈量地亩。,measure land; take the dimensions of a field,
4074011,1,"所付的费用,大家三一三十一分摊。",The expenses shall be equally shared among the three of us.,
4074111,1,"傍晚,人们三三两两地在河边散步。",At dusk people are seen strolling by the river in twos and threes.,
4074311,1,一问三不知。,say ‘I don't know’ to every question; not know a thing,
4074411,1,三不管地区。,place under nobody's jurisdiction,
4074611,1,三九天气,bitterly cold weather,
4074611,2,三九严寒。,inclement winter weather;,
4074611,3,also三九天,sānjiǔtiān,
4075611,1,"三北防护林体系,被称为北方‘绿色万里长城’。","The network of forest belts encompassing northeast, northwest and north China is dubbed the ‘10,000-Li Green Great Wall’.",
4076611,1,"离开群众,你就是有三头六臂也不顶用。","You can get nowhere if you stay aloft of the people, even if you have three heads and six arms.",
4077411,1,"既然决定了,就不能三心二意。",There should be no more shilly-shallying once the decision was made.,
4077511,1,"事关重大,请你三思",Please think carefully because it's a matter of great importance.,
4077511,2,三思而后行。,think thrice before you act; look before you leap,
4079111,1,"三百六十行,行行出状元。","There may be 360 professions, but in each of them there are always people who excel.",
4079311,1,"一日不见,如隔三秋。",A day away from a dear one is like three years; absence makes the heart grow fonder.,
4079312,1,"一日不见,如隔三秋。",A day away from a dear one is like three years; absence makes the heart grow fonder.,
4079313,1,"一日不见,如隔三秋。",A day away from a dear one is like three years; absence makes the heart grow fonder.,
4081511,1,这件事不是三言两语说得完的。,This can't be accounted for in a few words.,
4082111,1,上上策。,the best plan,
4082112,1,上上星期,the week before last,
4082112,2,上上月。,the month before last,
4082211,1,机关里上下都很忙,"All people in the organization, from the leadership to the staff, are very busy.",
4082211,2,"孩子考上大学,全家上上下下都很高兴。","All the members of the family, old and young, are very happy to have the child admitted to college.",
4082212,1,摩天岭上下有十五里,The Motian Mountain Ridge is 15 li long from top to bottom.,
4082212,2,我上下打量着这位客人。,I look the visitor up and down.,
4082213,1,不相上下,be neck and neck; equally matched,
4082213,2,难分上下。,hard to tell who is stronger (or better),
4082214,1,这里一亩地能有一千斤上下的收成。,"The land here can yield about 1,000 jin per mu.",
4082215,1,"山上修了公路,汽车上下很方便。","With the highway built on the mountain, automobiles can go up and down easily.",
4082411,1,这个词的含义联系上下文不难理解。,It's not difficult to understand the implication of this word from the context.,
4082711,1,上乘之作,superb work,
4082711,2,质量上乘。,be of top quality,
4082812,1,上书中央。,submit a written statement to the central authorities,
4083211,1,竞技状态上佳,be in a very good competitive form,
4083211,2,推出上佳的营销策划。,put forward an excellent marketing plan,
4083611,1,"今年冬天不冷,快到冬至了还没上冻","It's not cold this winter. The Winter Solstice is drawing near, but it's not yet frozen.",
4083611,2,地上了冻了。,The ground is frozen.,
4083711,1,上列各项工作都要抓紧抓好。,All aspects of work listed above must be done well and in good time.,
4083811,1,越干越上劲ㄦ。,work with increasing vigour (or gusto),
4083911,1,一缕炊烟袅袅上升。,A wisp of smoke is curling up from the chimney.,
4083912,1,气温上升,The temperature is going up.,
4083912,2,产量大幅度上升。,Production has risen by a big margin.,
4084411,1,顺着山坡爬上去,climb up a hillslope,
4084411,2,大家连忙迎上去,We all rushed up to meet him.,
4084411,3,把所有的力量都使上去了。,exert oneself to the utmost,
4084412,1,登着梯子上去。,mount a ladder,
4084511,1,琅琅上口。,be easy to read out loud; read fluently and smoothly,
4084811,1,上台表演,perform onstage; get on stage and perform,
4084811,2,上台讲话。,take the floor,
4084911,1,粮食产量上台阶,Grain production has reached a new height.,
4084911,2,本市经济又上了新台阶。,The economy of our city has reached a new height.,
4085011,1,顶头上司。,one's immediate superior,
4085411,1,龙井是绿茶中的上品。,The longjing tea is the best of all green teas.,
4085911,1,上堂受审。,go to court and stand trial; be on trial,
4086311,1,人造卫星上天。,The satellite has been launched.,
4086313,1,上天保佑。,God bless me.,
4086511,1,上好的茶叶。,quality tea,
4086611,1,我每天早晨七点钟上学。,I go to school at seven every morning.,
4086612,1,这孩子上学了没有?,Is the child at school?,
4086911,1,待为上宾。,be treated as a distinguished guest,
4087211,1,上层领导,higher-up authorities,
4087211,2,上层人物。,people in the upper echelons; personages of the upper levels,
4087411,1,上山砍柴,gather firewood in the mountains,
4087411,2,上山下乡。,(of urban school-leavers) settle in the countryside and mountainous areas,
4087412,1,"再过一两天,蚕就要上山了。",The silkworms will be placed on the small straw bundles to spin cocoons in a couple of days.,
4087413,1,"再过一两天,蚕就要上山了。",The silkworms will be placed on the small straw bundles to spin cocoons in a couple of days.,
4087611,1,上岗指挥交通,be on point duty to direct the traffic flow,
4087611,2,上岗工作。,Only those who are up to the prescribed standards of service for a shop assistant can take up posts behind the counters.,
4087911,1,六月里西红柿大量上市,There are plenty of tomatoes on the market in June.,
4087911,2,这是刚上市的苹果。,These apples have just come in.,
4087912,1,上市买菜去。,I'm going grocery-shopping.,
4088211,1,上年我们俩见过一面。,We met once last year.,
4088311,1,"上了年纪了,腿脚不那么灵便了。","Stricken in years, he isn't so sure-footed as before.",
4088511,1,上弦月。,moon at the first quarter,
4088611,1,这孩子读书不上心。,The child does not set his mind on his studies.,
4088813,1,"这事我一个人干就行了,你们就不用上手了。",I alone can do the job; you don't have to join in.,
4088814,1,今天这场球一上手就打得很顺利。,The ball game went smoothly from the very beginning.,
4088911,1,收视率上扬,rising rating of a TV programme,
4088911,2,租金上扬。,The rent rises.,
4089011,1,老张的模范事迹上了报了。,Lao Zhang's exemplary deeds have been reported in the newspaper.,
4089012,1,年终决算要及时填表上报。,The annual accounts should be filled in the forms and delivered in time.,
4089511,1,近来常有新片上映。,New films were shown very often recently.,
4089711,1,"他在楼下看书,半天没上来。",He has been reading a book and hasn't come upstairs for a long time.,
4089712,1,部队从两路增援上来,Reinforcements arrived by two routes.,
4089712,2,端上饭来。,Serve the meal.,
4089713,1,那首诗他念了两遍就背上来了,He could recite the poem after reading it only twice.,
4089713,2,这个问题你一定答得上来。,You can surely answer this question.,
4089714,1,天色黑上来了,It is getting dark.,
4089714,2,"中秋节后,天气慢慢凉上来。",The weather is getting cooler little by little after the Mid-Autumn Festival.,
4089715,1,一上来就有劲,be energetic right from the start,
4089715,2,上来先少说话。,Don't talk too much at the beginning.,
4089716,1,上来所言。,sum up what has been said above,
4090111,1,上水船。,an upstream boat; a boat sailing upstream,
4090112,1,上水船。,an upstream boat; a boat sailing upstream,
4090411,1,长江上流。,upper reaches of the Yangtze River,
4090412,1,上流社会。,high society; polite society,
4090611,1,上浮一级工资,raise sb.'s wage or salary by one grade,
4090611,2,物价指数上浮一个百分点。,the price index rising by one percentage point,
4090711,1,河水上涨,The river has risen.,
4090711,2,物价上涨。,The prices are going up.,
4090911,1,这个月上演了三台新戏。,Three new plays were staged this month.,
4091011,1,"他上火了,眼睛红红的。","He suffered from excessive internal heat, and that's why he's got red eyes.",
4091711,1,接受检阅的机群在天安门上空飞过。,The air fleets flew past over Tian’-anmen Square for the review.,
4091811,1,上等货,first-class goods; top class goods,
4091811,2,上等衣料。,high-quality material,
4092111,1,不上算,not worthwhile; not pay,
4092111,2,烧煤气比烧煤上算。,It's more economical to use gas than coal.,
4092211,1,"麦子都熟了,得上紧割啦!",The wheat is ripe. Let's make haste and get ready for the harvest.,
4092311,1,上缴利润。,turn over part of the profits to the state,
4092611,1,"这孩子不懂事,才夸他两句就上脸了。",The child is rather silly; a little praise turns his head.,
4092711,1,"精心饲养,耕畜就容易上膘。",Farm animals get easily fattened up if fed properly.,
4092811,1,子弹上了膛。,The gun is loaded.,
4093011,1,"地图的轮廓已经画好,还没上色。","The map has been outlined, but not yet coloured.",
4093021,1,上色绿茶,top-grade green tea,
4093021,2,上色材料。,best-quality materials,
4094011,1,学校里八点开始上课。,Classes begin at eight in the morning.,
4094121,1,他已经从车间上调到厂部了。,He has been transferred from the workshop to the factory headquarters.,
4094122,1,这是上调的木材。,This is the timber to be transferred to a unit at a higher level.,
4094211,1,刚收到的款子已经上账了。,The sum of money just received has been entered in the account.,
4094311,1,你几时上路?,When will you start off?,
4094312,1,工作还没有上路。,have not set to work properly; have not got the knack of one's job,
4094411,1,"小松鼠上蹿下跳,寻找食物。",The squirrels ran around looking for food.,
4094412,1,"上蹿下跳,煽风点火。",run round to stir up trouble; run round to whip up hostility,
4094511,1,这件新褂子刚上身就撕了个口子。,The new jacket was torn shortly after I put it on.,
4094512,1,他上身只穿一件衬衫。,He is wearing only a shirt.,
4094513,1,"她穿着白上身,花裙子。",She is wearing a white blouse and a floral skirt.,
4094911,1,我们上辈子在清朝初年就从山西迁到这个地方了。,Our ancestors moved from Shanxi to this place in the early year of the Qing Dynasty.,
4095111,1,上进心,the desire to do better; the urge for improvement,
4095111,2,发愤上进,work hard to improve oneself,
4095111,3,不求上进。,not strive to make progress,
4095211,1,"上述各条,望切实执行。",You are expected to carry out to the letter the regulations mentioned above.,
4095411,1,她还在电影学院学习期间就已经多次上镜。,She appeared many times in films and TV plays when she was still a film academy student.,
4095412,1,这位节目主持人很上镜。,This anchor has a good image on the TV screen.,
4095511,1,送货上门。,deliver goods to the doorstep,
4095512,1,上门女婿。,live-in son-in-law,
4095513,1,上门女婿。,live-in son-in-law,
4095514,1,上门女婿。,live-in son-in-law,
4095811,1,小河上面跨着一座石桥。,A stone bridge sits astride a stream.,
4095812,1,上面列举了各种实例。,In the foregoing we cited various examples.,
4095813,1,墙上面贴着标语。,Slogans were pasted on the wall.,
