definition_id,example_sn,example_cn,example_en,example_img
578316,2,"他看着工业展览会上的新产品,感觉很有意思。",He found the new products at the industrial exhibition very interesting.,
578511,1,"因为今天事情多,所以没有去。",I didn't go because I was terribly busy today.,
579111,1,运动官府。,canvass or drum up support from the authorities,
579121,2,运动健将。,master sportsman,
579122,2,运动健将。,master sportsman,
579123,2,运动健将。,master sportsman,
579124,2,技术革新运动。,technical innovation movement,
579621,2,丈夫气。,manliness,
580011,2,温度正在慢慢上升。,The temperature is rising.,
580111,1,他知道的事情很多,He is a knowledgeable person.,
580211,3,准备一个空箱子放书。,prepare an empty case for books,
580212,2,"昨天我本来准备去看你,因为临时有事没去成。","I planned to come to see you yesterday, but I didn't as I was incidentally occupied.",
580711,2,售票员阿姨。,Auntie Conductress,
580712,2,售票员阿姨。,Auntie Conductress,
581011,2,他对打太极拳很爱好。,He has a penchant for slow-motion boxing.,
581012,1,供应人民爱好的日用品。,supply the people with their favourite daily necessities,
581111,1,病人需要安静。,The patient needs peace and quiet.,
581112,2,过了几年安静生活。,live in peace and quiet for several years,
581611,2,"他不答应,你也拿他没办法。","If he does not agree, you can do nothing about it.",
582411,2,"这两块料子比较起来,颜色是这块好,质地是那块好。","Comparing the two fabrics, this is of a better colour, while that is of a superior quality.",
582412,1,"这项政策贯彻以后,农民的生产积极性比较前一时期又有所提高。",Farmers are more enthusiastic for production than they were before this policy was adopted.,
582413,1,这篇文章写得比较好。,This article is comparatively well written.,
582511,2,比赛篮球。,have a basketball game,
582611,1,学习必须刻苦钻研。,Diligent and intensive study is a fundamental necessity.,
582612,1,明天你必须来。,You must come here tomorrow.,
582711,3,情况发生了变化。,Changes have taken place in the situation.,
582811,3,大家一起鼓掌表示欢迎。,We all applauded to extend a warm welcome.,
582812,1,海上红色的灯光表示那ㄦ有浅滩或者礁石。,The red light on the sea indicates a shoal or reef.,
582813,1,"老师心里很喜欢他的直爽,但是脸上并没露出赞许的表示。","The teacher liked him for his frankness, but his face betrayed no sign of agreement.",
582911,2,表演体操。,perform gymnastics,
582912,1,表演新操作法。,demonstrate a new technique of operation,
583011,1,"家里只有母亲和我,没有别人。",There are only my mother and I in our family — nobody else.,
583021,2,"把方便让给别人,把困难留给自己。",leave the easy part of a job to others while taking the difficult part oneself; making things convenient for others at one's own expense,
583412,1,计算机屏幕上显示出操作菜单,The operating menu appeared on a computer screen.,
583511,4,参加绿化劳动。,take part in tree planting,
583512,1,"这件事ㄦ,请你也参加点ㄦ意见。",Please come and give us your view on this matter.,
584111,3,我们各方面的工作都有很大的成绩。,We have made great achievements in all aspects of our work.,
584411,1,比赛前半小时运动员已经出现在运动场上了,The athletes appeared on the sports ground half an hour before the competition.,
584511,1,"那条山路,除了他,谁也不熟悉。",Nobody knows the mountain road except him.,
584512,1,"他除了教课,还负责学校里工会的工作",He teaches as well as being in charge of the trade union.,
584513,1,"刚生下来的孩子,除了吃就是睡。",All a newborn baby does is to eat and sleep.,
584811,2,对课文中的生僻词语都做了简单的注释。,Unusual words in the text are given simple explanations.,
584911,1,"这个孩子既聪明又用功,学习上进步很快。","The child is smart and hardworking, and has made rapid progress in his studies.",
585011,2,打扫战场。,clean up the battlefield,
585111,2,你打算几时走?,When do you intend to leave?,
585112,1,"毕业生有一个共同的打算,就是到祖国最需要的地方去。",The common plan of all graduates is to go where the country needs them most.,
585311,2,"一切都顺利,请不要担心。","Everything is going smoothly, rest assured.",
585511,1,理所当然。,as it should (be),
585512,1,群众有困难当然应该帮助解决。,It goes without saying that we should help people in need.,
585911,1,中央工业和地方工业同时并举。,attach equal importance to centrally and locally administrated industries alike,
585912,1,"他在农村的时候,常给地方上的群众治病。",He used to provide medical treatment to the local people while he was in the countryside.,
585922,1,"这话有对的地方,也有不对的地方。","Part of what you say is right, and part of it wrong.",
586011,1,地铁车站。,subway station,
586012,1,坐地铁比坐公共汽车快。,It's faster to take the tube than the bus.,
586111,2,中华人民共和国地图,Map of the People's Republic of China,
586911,2,"锻炼身体,保卫祖国。",build up physique and defend the country,
586912,2,"锻炼身体,保卫祖国。",build up physique and defend the country,
587011,1,洛阳离这里有多么远?,How far is Luoyang from here?,
587012,2,国家培养一个人才是多么不容易呀!,The state has gone to such great lengths to cultivate a person's talent.,
587013,1,"不管风里雨里,多么冷,多么热,战士们总是不停地在苦练杀敌本领。","Rain or shine, no matter how hot or cold, soldiers train rigorously in com-bat skills.",
587211,2,"不但战胜了各种灾害,而且获得了丰收。","(We) not only came through the natural disaster, but also had a bumper harvest.",
587511,2,"有所发明,有所发现,有所创造。",Make new inventions and discoveries and create new things.,
587512,1,"这两天,我发现他好像有什么心事。",In the last couple of days I have noticed that he seems to have something on his mind.,
587611,3,"把方便让给别人,把困难留给自己。",Take the difficulties on oneself and make things easy for others.,
587612,1,方便群众。,make things convenient for the people,
587613,1,这ㄦ说话不方便。,It's not convenient to talk here. or This is not the right place for talking.,
587614,1,手头ㄦ不方便。,have little money to spare,
587615,1,"车停一会ㄦ,大家可以方便方便。",The car will wait here for a while and you can use the lavatory (or wash your hands).,
587811,2,"看到一切都安排好了,他才放了心。",He felt relieved after seeing everything had been well arranged.,
588011,2,附近居民。,neighbouring residents,
588012,1,"他家就在附近,几分钟就可以走到。",His house is only a few minutes' walk from here.,
588111,2,复习提纲。,revision outline,
588211,1,孩子们都穿得干干净净的。,The children are neat and tidy.,
588212,1,笔下干净。,(of writing) concise and to the point,
588213,2,消灭干净。,eliminate completely,
588511,2,"刚才他在车间劳动,这会ㄦ开会去了。",He was working in the workshop just a moment ago and is now at a meeting.,
588611,2,"根据大家的意见,把计划修改一下。",We will revise the plan on the basis of public opinions.,
588612,1,说话要有根据。,One should avoid making unfounded assertions.,
589011,2,奉行故事(按照老规矩敷衍塞责)。,follow established practice mechanically; follow the old practice,
589021,2,民间故事。,folk story,
589022,1,故事性。,plot,
589311,1,正确处理科学技术普及和提高的关系,correctly handle the relationship between the popularization and the development of science and technology,
589312,5,社会关系。,social connections,
589313,2,"没有关系,修理修理照样ㄦ能用。","It doesn't matter. After some repair, it can be used again all the same.",
589314,1,"由于时间关系,暂时谈到这里为止。","Since time is limited, the talk has to stop here this time.",
589315,1,随身带上团的关系。,Bring your Youth League credentials with you.,
589316,1,棉花是关系到国计民生的重要物资。,Cotton is a major material that has an important bearing on the national economy and the people's livelihood.,
589411,2,"这是厂里的大事,希望大家多关点ㄦ心。",This is a matter of importance to our factory. I hope that everyone will show more interest in it.,
589511,1,"关于兴修水利,上级已经做了指示。",The higher authorities have issued an instruction on building water conservancy projects.,
589512,6,"‘关于’有提示性质,用‘关于’组成的介词结构,可以单独作文章的题目","in a situation involving both cases, use either 关于 or 对于",
589811,1,过去的工作只不过像万里长征走完了第一步。,"The work done in the past is like the first step made in a long march of 10,000 li.",
589812,1,"你在这里等着,我过去看看","Stay here and wait, and let me go have a look.",
589813,1,他祖父昨天夜里过去了。,His grandfather passed away last night.,
589814,2,老乡又送过去几床被子给战士们盖。,The villagers sent over some more quilts for the soldiers.,
589815,1,"我把信封翻过去,细看邮戳上的日子。",I turned over the envelope and examined the date stamped on it.,
589816,1,病人晕过去了。,The patient passed out.,
589817,1,蒙混不过去了。,fail to find a way out of a muddle,
589818,2,"天气再热,也热不过乡亲们的心去。","Warm as the day may get, it could never match the warm hearts of the villagers.",
589911,1,没想到这事ㄦ还是真难办。,I didn't expect it to be so difficult.,
589912,1,"天气凉了,还是多穿点ㄦ吧。","It's getting cold, you'd better put on more clothes.",
589913,1,"天气凉了,还是多穿点ㄦ吧。","It's getting cold, you'd better put on more clothes.",
589914,2,"去看朋友,还是去电影院,还是去滑冰场,他一时拿不定主意。","He hesitates as to whether he should visit a friend, go to the cinema, or go skating.",
590011,2,"洞里阴森森的,叫人害怕。",The charnel cave is spooky.,
590811,2,环境卫生。,sanitation,
590812,2,工作环境。,work environment,
591111,3,工作会议。,working session,
591112,1,中国人民政治协商会议,Chinese People's Political Consultative Conference,
591211,1,"你快走,或者还赶得上车。","If you hurry, you may still catch the bus.",
591212,1,"你们叫我杨同志或者老杨都行,可别再叫我杨科长","You may call me Comrade Yang or Old Yang, but don't call me Director Yang any more.",
591311,2,千载一时的好机会。,once-in-a-lifetime opportunity,
591411,1,今天到会的几乎有五千人。,"Close to 5,000 were present at the meeting today.",
591412,1,"不是你提醒我,我几乎忘了",I all but forgot had you not reminded me.,
591611,2,这件事不记得是在哪一年了。,I don't remember in which year this incident occurred.,
591711,3,严寒季节。,cold season,
591811,2,检查工作。,check up on work,
591812,2,犯了错误要做检查。,Make a self-criticism if you've made a mistake.,
591813,2,犯了错误要做检查。,Make a self-criticism if you've made a mistake.,
591911,4,他简简单单说了几句话。,He said something briefly.,
591912,1,"李队长主意多,有魄力,可真不简单。",Team Leader Li is no ordinary person. He is full of ideas and has daring and resolution.,
591913,1,简单从事。,take rash action,
592011,1,跟这位老战友多年没见面了,It's many years since I last saw this old comrade-in-arms.,
592111,2,使儿童健康地成长。,ensure the healthy growth of the children; make the children grow healthily,
592112,2,"促进汉语规范化,为祖国语言的纯洁健康而奋斗。",Promote the standardization of the Chinese language and strive for the purity and health of our motherland's language.,
592711,1,街道工作。,neighbourhood service; community work (or service),
592712,1,街道工作。,neighbourhood service; community work (or service),
592811,3,今天晚会的节目很精彩。,The programme for this evening's show is excellent.,
593011,2,结婚登记。,marriage registration,
593111,2,代表团结束了对北京的访问。,The delegation ended its visit to Beijing.,
593211,3,解决矛盾。,resolve contradictions,
593212,1,残余匪徒全给解决了。,The remaining bandits were finished off.,
593411,2,积肥是农业生产中的经常工作。,"In farming, collecting manure is daily work.",
593412,2,要经常注意环境卫生。,Be sure to keep the area clean at all times.,
593511,3,这件事情是经过领导上缜密考虑的。,The matter was carefully considered by the leadership.,
593512,1,厂长向来宾报告建厂经过,The director told his visitors about how his factory was built.,
593611,1,这家商店委托你经理。,You'll be entrusted with the management of this shop.,
593911,3,展览会在文化宫举行。,The exhibition is being held at the Cultural Palace.,
594111,2,"这件事情究竟应该怎么办,最好是由大家来决定。",It would be better for all of us to sit together and decide how to deal with this matter.,
594112,2,组长们回去要向本组传达这项决定。,"On their return, group leaders should convey this resolution to the members of his group.",
594113,2,这件事决定了他未来的生活道路。,This incident has decided his future life path.,
594114,2,决定因素。,decisive factor; determinant,
594311,1,孩子活泼可爱。,The child is so cute.,
594611,2,空调设备。,air-conditioning system,
594612,1,安装空调。,install an air-conditioner,
594911,1,一条裤子。,a pair of trousers,
595011,4,火筷子(夹炭火用的)。,metal chopsticks for lifting charcoal from fire,
595311,3,鱼离开了水就不能活,Fish cannot live without water.,
595511,2,人类的历史。,history of mankind,
595512,1,这件事早已成为历史。,That's past history already.,
595711,2,练习写文章。,practise writing,
595712,4,交练习。,hand in exercises,
595911,1,"只有眼睛向下,才能真正了解群众的愿望和要求。",Only by contact with the people can we really understand their aspirations and needs.,
595912,2,这究竟是怎么回事?你去了解一下。,What's going on? Please go and find out.,
596411,1,"快进去吧,电影马上就要开演了。",Hurry up and come on in. The movie is soon to begin.,
596511,2,顾客对他的热诚服务感到很满意。,His clients were satisfied with his friendly service.,
596611,1,一顶帽子。,a cap,
596612,1,"批评应该切合实际,有内容,不要光扣大帽子。",Be factual and specific whenever you criticize someone — on no account should you make empty claims against them.,
597011,1,他讲得十分明白。,He explained very clearly.,
597012,1,有意见就明白提出来。,"If you have your own opinions, state them openly.",
597013,1,"他是个明白人,不用多说就知道。",There's no need to say much because he is a sensible man and takes the hint quickly.,
597014,2,"他是怎么想的,我心里全明白。",I know clearly what he is thinking of.,
597511,1,"那时家里人口多,收入少,日子真难过。","At the time the going was tough for our family, as we had a small income but many mouths to feed.",
597512,2,"他听到老师逝世的消息,心里非常难过。",He was terribly sad over the news about his teacher's death.,
597711,2,年轻力壮。,young and vigorous (or strong),
597911,3,大家再努一把力。,Let's all make still greater efforts.,
598611,1,"这个问题从表面上看似乎很难,其实并不难。","This problem looks like a hard nut to crack, but actually it is not really so difficult.",
598711,1,"今天的文娱晚会,除了京剧、曲艺以外,还有其他精彩节目。","The variety show today has got a lot of good stuff apart from Peking Opera, ballad singing and comic dialogues.",
598811,1,海里有不少奇怪的动植物。,The sea teems with strange animals and plants.,
598812,1,"真奇怪,为什么这时候他还不来呢?",I wonder why he has not shown up yet till now.,
599011,3,把工作交代清楚。,make everything clear upon the handing over of work,
599012,1,头脑清楚。,of penetrating insight,
599013,2,这个问题你清楚不清楚?,Do you understand this question or not?,
599311,2,"先研究一下,然后再决定。",Let's think it over and then make a decision.,
599411,5,热情奔放。,bubbling with enthusiasm,
599412,3,农民对前来参观的外宾非常热情。,The farmers were warm-hearted towards the visiting foreigners.,
599511,1,我认为他可以担任这项工作。,I believe he is up to the job.,
599611,2,工作认真。,work hard,
599612,1,"人家说着玩ㄦ,你怎么就认起真来了?",I was joking. Why take it seriously?,
599711,2,"这篇文章写得很通俗,容易看。",This article reads well as it is written in an easy-to-understand language.,
599712,3,这种麦子不容易倒伏。,This strain of wheat does not get lodged easily.,
599811,1,"你如果有困难,我可以帮助你。",I can render a hand if you have difficulties.,
600111,2,青年是最有生气的。,Young people are the most active and dynamic.,
600112,2,"快去认个错吧,他还在生你的气呢!",Go and admit your fault. He is still angry with you.,
600211,2,他听见了敲门的声音,He heard someone knocking at the door.,
600411,2,"世界之大,无奇不有。",Nothing is too strange in this big world.,
600412,1,大千世界。,boundless universe,
600413,2,周游世界。,travel the whole world over,
600414,1,"现在是什么世界,还允许你不讲理?",Don't you realize that the present moment does not allow you to be unreasonable?,
600415,4,儿童世界。,children's world,
600611,1,睡得很舒服。,have a good sleep,
600612,1,"窑洞又舒服,又暖和。",The cave dwelling is warm and comfortable.,
600711,2,堂房叔叔。,father's male cousin,
600712,3,解放军叔叔。,uncle PLA,
601211,1,水平方向。,horizontal direction,
601212,1,提高思想水平和业务水平。,improve one's ideological and professional levels,
601411,1,"现在我们虽然生活富裕了,但是还要注意节约",Although we are much better off now we still need to stress thrift.,
601511,1,今天太阳很好。,It's a fine day today.,
601512,1,今天太阳很好。,It's a fine day today.,
601711,2,他的脾气很特别。,He has an unusual temperament.,
601712,2,这个节目特别吸引观众。,This programme is especially appealing to the audience.,
601713,1,"散会的时候,厂长特别把他留下来研究技术上的问题。","When the meeting was dismissed, the factory director made a point of having him stay behind to study some technical problems.",
601714,1,"他喜欢郊游,特别是骑自行车郊游。","He loves to go outing, especially by bicycle.",
601911,5,提高工作效率。,raise the working efficiency,
602011,1,体育课。,physical education; PE,
602311,2,我们同事已经多年。,We have worked together for years.,
602312,2,同事之间关系融洽。,The fellow-workers get along well.,
602411,2,上级会同意你们的要求。,The higher authorities will grant your request.,
602611,2,他来得很突然。,He arrived unexpectedly.,
602911,2,完成作业。,finish doing one's homework,
603211,1,"我们决不会忘记,今天的胜利是经过艰苦的斗争得来的。",We will never forget that the victory of today came from an arduous struggle.,
603212,1,忘记带笔记本。,forget to bring one's notebook,
603311,3,"为了教育群众,首先要向群众学习。","In order to educate the masses, it is, first of all, to learn from the masses.",
603411,1,为什么群众这么爱护解放军?因为解放军是人民的子弟兵,Why do the masses cherish the People's Liberation Army so much? It's because the People's Liberation Army is an army made up of the sons of the people.,
603611,2,文化水平。,cultural level; educational level,
603612,2,文化水平。,cultural level; educational level,
603613,2,文化水平。,cultural level; educational level,
603811,2,对这里的生活还不习惯。,I am yet to get used to life in this part of the world.,
604411,4,今年入学考试的科目跟去年相同。,The subjects for the entrance examination this year are the same as last year's.,
604511,1,我相信他们的试验一定会成功。,I believe that they will succeed in their experiments.,
604711,2,"路上很滑,一不小心就会跌跤。",The road is slippery. Be careful or you'll slip and fall.,
605011,3,采访新闻。,gather news; cover an event,
605012,1,"你刚从乡下回来,有什么新闻给大家说说。",You are just back from the countryside. Would you tell us something new about it?,
605111,1,新鲜的水果,fresh fruit; seasonal fruit,
605112,1,新鲜的花朵。,fresh flowers,
605113,1,呼吸新鲜空气。,breathe fresh air,
605114,2,电视机已经不算什么新鲜东西啦。,TV set is no longer a novelty.,
605311,2,人们怀着极大的兴趣参观了画展。,People visited the exhibition of paintings with great interest.,
605511,1,我们需要有一支强大的科学技术队伍。,We must have a strong contingent of scientists and technicians.,
605512,1,从群众的需要出发。,proceed from the needs of the masses,
605611,2,选择地点。,choose a location,
605811,2,严格要求自己。,set strict demands on oneself; be strict with oneself,
605812,2,符合规定的要求。,accord with prescribed requirements,
606011,1,"每天工作几小时,学习几小时,休息几小时,都有一定。","There are fixed hours for a day's work, study and rest.",
606012,1,"文章的深浅跟篇幅的长短,并没有一定的关系。",The depth of an article is not necessarily associated with its length.,
606013,2,"这半天还不回来,一定是没搭到车。","He must have missed the train, not to have come back yet all this time.",
606014,1,一定的文化是一定社会的政治和经济的反映。,A particular culture is the reflection of a particular society's politics and economy.,
606015,2,他的思想感情起了一定程度的变化。,He has experienced changes in his thoughts and feelings to a fair extent.,
606111,1,三个小组一共是十七个人。,The three groups have a total of 17 members.,
606211,1,"哥ㄦ俩相貌一样,脾气也一样",The two brothers are alike both in appearance and in temperament.,
606311,4,"以后,我们还要研究这个问题。",We'll discuss this question again later.,
606411,4,以前他是个学生。,He was a student before.,
606511,3,这部电影我以为很有教育意义,I think the film is very educational.,
606611,2,火车飞一般地向前驰去。,The train flashed past like lightning.,
606612,1,别有一般滋味。,have a distinct taste,
606613,4,"他一早出去,一般要到天黑才回来","He goes out in the early morning, and usually does not return till dusk.",
