pinyin_id,hanzi,pinyin,definition_id,definition_sn,definition_cn,example_sn,example_cn
96991,推翻,tuī fān,969911,1,"用武力打垮旧的政权,使局面彻底改变。",2,推翻强加给他的诬蔑不实之词。
96091,素质,sù zhì,960911,1,指事物本来的性质。,1,提高军事素质。
97381,威力,wēi lì,973811,1,强大的使人畏惧的力量。,2,"改革开放的政策,在发展生产中发挥着巨大的威力。"
64951,速度,sù dù,649511,1,运动物体在某一个方向上单位时间内所通过的距离。,2,放慢速度。
64171,气候,qì hòu,641711,1,一定地区里经过多年观察所得到的概括性的气象情况。它与气流、纬度、海拔高度、地形等有关。,1,政治气候。
67071,背景,bèi jǐng,670711,1,"舞台上或电影、电视剧里的布景。放在后面,衬托前景。",2,政治背景。
67071,背景,bèi jǐng,670712,2,图画、摄影里衬托主体事物的景物。,2,政治背景。
103081,资本,zī běn,1030811,1,用来生产或经营以求牟利的生产资料和货币。,1,政治资本。
60361,文化,wén huà,603611,1,"人类在社会历史发展过程中所创造的物质财富和精神财富的总和,特指精神财富,如文学、艺术、教育、科学等。",2,文化水平。
60361,文化,wén huà,603612,2,"考古学用语,指同一个历史时期的不依分布地点为转移的遗迹、遗物的综合体。同样的工具、用具,同样的制造技术等,是同一种文化的特征,如仰韶文化、龙山文化。",2,文化水平。
204061,文字,wén zì,2040611,1,"记录语言的符号,如汉字、拉丁字母等。",1,文字清通。
204061,文字,wén zì,2040612,2,"语言的书面形式,如汉文、英文等。",1,文字清通。
85381,附件,fù jiàn,853811,1,随同主要文件一同制定的文件。,2,新买的机器没有带附件。
85381,附件,fù jiàn,853812,2,随同文件发出的有关的文件或物品。,2,新买的机器没有带附件。
65701,压力,yā lì,657011,1,物体所承受的与表面垂直的作用力。,2,施加压力。
90251,喇叭,lǎ ba,902511,1,"管乐器,上细下粗,最下端的口部向四周张开,可以扩大声音。",2,无线电喇叭(扬声器)。
67621,测验,cè yàn,676211,1,用仪器或其他办法检验。,3,智力测验。
67311,玻璃,bō lí,673111,1,"一种质地硬而脆的透明物体。一般用石英砂、石灰石、纯碱等混合后,在高温下熔化、成型、冷却后制成。主要成分是二氧化硅、氧化钠和氧化钙。",2,有机玻璃。
84361,发火,fā huǒ,843612,2,子弹、炮弹的底火经撞击后火药爆发。,1,"有话好好说,不必发火。"
84361,发火,fā huǒ,843613,3,〈方dial.〉发生火警;失火。,1,"有话好好说,不必发火。"
64651,师傅,shī fu,646511,1,工、商、戏剧等行业中传授技艺的人。,3,木匠师傅。
203251,木犀,mù xi,2032511,1,"常绿小乔木或灌木,叶子椭圆形,花小,白色或暗黄色,有特殊的香气,结核果,卵圆形。花供观赏,又可做香料。",3,木犀饭。
203251,木犀,mù xi,2032512,2,这种植物的花。,3,木犀饭。
65521,消息,xiāo xi,655211,1,关于人或事物情况的报道。,1,杳无消息。
67231,标点,biāo diǎn,672311,1,标点符号。,1,标点二十四史。
93471,桥梁,qiáo liáng,934711,1,架在水面上或空中以便行人、车辆等通行的建筑物。,1,桥梁作用。
63571,老虎,lǎo hǔ,635713,3,指有大量贪污、盗窃或偷漏税行为的人。,1,母老虎。
204341,津贴,jīn tiē,2043411,1,"工资以外的补助费,也指供给制人员的生活零用钱。",1,每月津贴他一些钱。
91951,沐浴,mù yù,919511,1,洗澡。,1,"每朵花,每棵树,每根草都沐浴在阳光里。"
66111,语法,yǔ fǎ,661111,1,"语言的结构方式,包括词的构成和变化、词组和句子的组织。",3,比较语法。
73221,民主,mín zhǔ,732211,1,指人民有参与国事或对国事有自由发表意见的权利。,2,民主办厂。
69041,独立,dú lì,690413,3,"军队在编制上不隶属于高一级的单位而直接隶属于更高级的单位的,如不隶属于团而直接隶属于师的营叫独立营。",1,"民俗研究室已经独立出去了,现在叫民俗研究所。"
77861,营养,yíng yǎng,778611,1,有机体从外界吸取需要的物质来维持生长发育等生命活动的作用。,1,水果富于营养。
91191,码头,mǎ tou,911911,1,"在江河沿岸及港湾内,供停船时装卸货物和乘客上下的建筑。",1,水陆码头。
84611,范畴,fàn chóu,846111,1,"人的思维对客观事物的普遍本质的概括和反映。各门科学都有自己的一些基本范畴,如化合、分解等,是化学的范畴;商品价值、抽象劳动、具体劳动等,是政治经济学的范畴;本质和现象、形式和内容、必然性和偶然性等,是唯物辩证法的基本范畴。",1,汉字属于表意文字的范畴。
99391,烟花,yān huā,993911,1,指春天艳丽的景物。,1,沦为烟花
103281,走廊,zǒu láng,1032811,1,"屋檐下高出平地的走道,或房屋之间有顶的走道。",1,河西走廊。
203361,轱辘,gū lu,2033611,1,车轮子。,1,油桶轱辘远了。
94511,刹车,shā chē,945111,1,用闸等止住车的行进。,1,浮夸风必须刹车。
94511,刹车,shā chē,945112,2,"停止动力来源,使机器停止运转。",1,浮夸风必须刹车。
69341,反应,fǎn yìng,693411,1,有机体受到体内或体外的刺激而引起的相应的活动。,1,热核反应。
69341,反应,fǎn yìng,693412,2,化学反应。,1,热核反应。
69341,反应,fǎn yìng,693413,3,打针或服药所引起的呕吐、发烧、头痛、腹痛等症状。,1,热核反应。
81751,场面,chǎng miàn,817511,1,戏剧、电影、电视剧中由布景、音乐和登场人物组合成的景况。,2,热烈的场面。
81751,场面,chǎng miàn,817512,2,"叙事性文学作品中,由人物在一定场合相互发生关系而构成的生活情景。",2,热烈的场面。
81751,场面,chǎng miàn,817513,3,"指戏曲演出时伴奏的人员和乐器,分文武两种,管乐和弦乐是文场面,锣鼓是武场面",2,热烈的场面。
84841,沸腾,fèi téng,848411,1,"液体达到一定温度时急剧转化为气体的现象,这时液体发生汽化,产生气泡。",1,热血沸腾。
80111,爆发,bào fā,801112,2,"通过外部冲突的形式而发生重大变化,例如用革命的手段来推翻旧政权,建立新政权。",1,爆发战争。
204381,羽毛,yǔ máo,2043811,1,"鸟类身体表面所长的毛,有保护身体、保持体温、帮助飞翔等作用。",1,爱惜羽毛。
92591,片断,piàn duàn,925911,1,,2,片断的社会现象。
59181,检查,jiǎn chá,591812,2,翻检查考(书籍、文件等)。,2,犯了错误要做检查。
74971,神经,shén jīng,749711,1,"把中枢神经系统的兴奋传递给各个器官,或把各个器官的兴奋传递给中枢神经系统的组织,是由许多神经纤维构成的。",1,犯神经。
75741,太太,tài tai,757411,1,〈旧时old〉通称官吏的妻子。,2,王太太。
75741,太太,tài tai,757412,2,〈旧时old〉仆人等称女主人。,2,王太太。
76011,挑战,tiǎo zhàn,760111,1,"故意激怒敌人,使敌人出来打仗。",1,班组之间互相挑战应战。
86501,轨道,guǐ dào,865011,1,用条形的钢材铺成的供火车、电车等行驶的路线。,1,生产已经走上轨道。
86501,轨道,guǐ dào,865012,2,天体在宇宙间运行的路线。,1,生产已经走上轨道。
86501,轨道,guǐ dào,865013,3,"物体运动的路线,多指有一定规则的,如原子内电子的运动和人造卫星的运行都有一定的轨道。",1,生产已经走上轨道。
83121,代价,dài jià,831211,1,获得某种东西所付出的钱。,2,用最小的代价办更多的事情。
77091,效率,xiào lǜ,770911,1,"机械、电器等工作时,有用功在总功中所占的百分比。",2,用机耕比用畜耕效率高得多。
66121,语言,yǔ yán,661211,1,"人类所特有的用来表达意思、交流思想的工具,是一种特殊的社会现象,由语音、词汇和语法构成一定的系统。‘语言’一般包括它的书面形式,但在与‘文字’并举时只指口语。",2,"由于文化水平和职业的差异,他们之间缺少共同的语言。"
63571,老虎,lǎo hǔ,635711,1,虎的通称。,2,电老虎。
70951,黄金,huáng jīn,709511,1,金的通称。,3,电视广播的黄金时间。
73841,平等,píng děng,738411,1,指人们在社会、政治、经济、法律等方面享有相等待遇。,2,男女平等。
98411,向导,xiàng dǎo,984111,1,带路。,1,登山队请了一位猎人当向导
64041,皮肤,pí fū,640411,1,"身体表面包在肌肉外部的组织,人和高等动物的皮肤由表皮、真皮和皮下组织三层组成,有保护身体、调节体温、排泄废物等作用。",1,皮肤之见。
79921,饱和,bǎo hé,799211,1,"在一定温度和压力下,溶液所含溶质的量达到最大限度,不能再溶解。",1,目前市场上洗衣机的销售已接近饱和。
